,歆凱分組,代號,名稱,交易所主產業代碼,交易所子產業代碼,TEJ主產業代碼,TEJ子產業代碼,new_industry_name,minor_industry_name
0,0.0,1101.0,台泥,M1100,M1100,11A,11A,M1100 水泥工業,M11A 水泥製造
1,0.0,1102.0,亞泥,M1100,M1100,11A,11A,M1100 水泥工業,M11A 水泥製造
2,1.0,1210.0,大成,M1200,M1200,12B,12B,M1200 食品工業,M12B 油脂飼料
3,1.0,1215.0,卜蜂,M1200,M1200,12B,12B,M1200 食品工業,M12B 油脂飼料
4,1.0,1227.0,佳格,M1200,M1200,12Z,12Z,M1200 食品工業,M12Z 其他食品
5,1.0,1702.0,南僑,M1200,M1200,12B,12B,M1200 食品工業,M12B 油脂飼料
6,2.0,1310.0,台苯,M1300,M1300,13A,13A1,M1300 塑膠工業,M13A1 泛用塑膠
7,2.0,1314.0,中石化,M1300,M1300,13A,13A5,M1300 塑膠工業,M13A5 化纖
8,2.0,1718.0,中纖,M1700,M1721,13A,13A5,,
9,2.0,2515.0,中工,M2500,M2500,25B,25B,M2500 建材營造,M25B 營造
10,2.0,4306.0,炎洲,M1300,M1300,13A,13A9,M1300 塑膠工業,M13A9 膠帶
11,3.0,1476.0,儒鴻,M1400,M1400,14C,14C1,M1400 紡織纖維,M14C1 成衣製造
12,3.0,1477.0,聚陽,M1400,M1400,14C,14C1,M1400 紡織纖維,M14C1 成衣製造
13,3.0,9910.0,豐泰,M9900,M9900,99K,99K,M9900 其他,M99K 鞋及旅行箱
14,4.0,1513.0,中興電,M1500,M1500,15B,15B1,M1500 電機機械,M15B1 電機
15,4.0,1514.0,亞力,M1500,M1500,15B,15B1,M1500 電機機械,M15B1 電機
16,4.0,1519.0,華城,M1500,M1500,15B,15B1,M1500 電機機械,M15B1 電機
17,5.0,1319.0,東陽,M2200,M2200,15D,15D,M2200 汽車工業,M15D 汽車組件
18,5.0,1522.0,堤維西,M2200,M2200,15D,15D,M2200 汽車工業,M15D 汽車組件
19,5.0,1524.0,耿鼎,M2200,M2200,15D,15D,M2200 汽車工業,M15D 汽車組件
20,5.0,1568.0,倉佑,M2200,M2200,15D,15D,M2200 汽車工業,M15D 汽車組件
21,5.0,6605.0,帝寶,M2200,M2200,15D,15D,M2200 汽車工業,M15D 汽車組件
22,6.0,1517.0,利奇,M1500,M1500,15E,15E,M1500 電機機械,M15E 自行車組件
23,6.0,1526.0,日馳,M1500,M1500,15E,15E,M1500 電機機械,M15E 自行車組件
24,6.0,3038.0,全台,M2300,M2326,23C,23C8D,,
25,7.0,1590.0,亞德客-KY,M1500,M1500,15A,15A2,M1500 電機機械,M15A2 模具零件
26,7.0,2049.0,上銀,M1500,M1500,15A,15A2,M1500 電機機械,M15A2 模具零件
27,8.0,1701.0,中化,M1700,M1722,17C,17C1,,
28,8.0,1789.0,神隆,M1700,M1722,17C,17C1,,
29,8.0,4167.0,松瑞藥,M1700,M1722,17C,17C1,,
30,9.0,1217.0,愛之味,M1200,M1200,12A,12A,M1200 食品工業,M12A 罐頭加工
31,9.0,1714.0,和桐,M1700,M1721,17E,170,,
32,10.0,1711.0,永光,M1700,M1721,17B,17B,,
33,10.0,1721.0,三晃,M1700,M1721,17F,17F,,
34,10.0,1727.0,中華化,M1700,M1721,17Z,17Z,,
35,11.0,1773.0,勝一,M1700,M1721,17Z,17Z,,
36,11.0,4755.0,三福化,M1700,M1721,17Z,17Z,,
37,12.0,1806.0,冠軍,M1800,M1800,18,18,,
38,12.0,1809.0,中釉,M1800,M1800,18,18,,
39,12.0,1810.0,和成,M1800,M1800,18,18,,
40,12.0,2913.0,農林,M2900,M2900,29B,29B,M2900 貿易百貨,M29B 貿易業
41,13.0,1903.0,士紙,M1900,M1900,19A,19A,M1900 造紙工業,M19A 造紙
42,13.0,1904.0,正隆,M1900,M1900,19A,19A,M1900 造紙工業,M19A 造紙
43,13.0,1905.0,華紙,M1900,M1900,19B,19B,M1900 造紙工業,M19B 紙漿
44,13.0,1907.0,永豐餘,M1900,M1900,19A,19A,M1900 造紙工業,M19A 造紙
45,13.0,1909.0,榮成,M1900,M1900,19A,19A,M1900 造紙工業,M19A 造紙
46,14.0,2105.0,正新,M2100,M2100,21A,21A,M2100 橡膠工業,M21A 輪胎
47,14.0,2106.0,建大,M2100,M2100,21A,21A,M2100 橡膠工業,M21A 輪胎
48,14.0,2505.0,國揚,M2500,M2500,25A,25A,M2500 建材營造,M25A 建設
49,15.0,2108.0,南帝,M2100,M2100,21C,21C,M2100 橡膠工業,M21C 橡膠原料
50,15.0,6582.0,申豐,M2100,M2100,21C,21C,M2100 橡膠工業,M21C 橡膠原料
51,16.0,2201.0,裕隆,M2200,M2200,22A,22A,M2200 汽車工業,M22A 汽車製造
52,16.0,2204.0,中華,M2200,M2200,22A,22A,M2200 汽車工業,M22A 汽車製造
53,17.0,2323.0,中環,M2300,M2326,23C,23C4A,,
54,17.0,2349.0,錸德,M2300,M2326,23C,23C4A,,
55,17.0,2359.0,所羅門,M2300,M2331,23T,23T2,,
56,17.0,2461.0,光群雷,M2300,M2331,13A,13A8,,
57,18.0,2317.0,鴻海,M2300,M2331,23A,23A1,,
58,18.0,2328.0,廣宇,M2300,M2328,23D,23D2,,
59,18.0,2354.0,鴻準,M2300,M2331,23D,23D4,,
60,18.0,3149.0,正達,M2300,M2326,23C,23C8E,,
61,18.0,5243.0,乙盛-KY,M2300,M2326,23D,23D9A,,
62,19.0,2308.0,台達電,M2300,M2328,23D,23D3,,
63,19.0,2330.0,台積電,M2300,M2324,23G,23G1A,,
64,19.0,2454.0,聯發科,M2300,M2324,23G,23G5,,
65,19.0,3711.0,日月光投控,M2300,M2324,23G,23G2,,
66,19.0,5347.0,世界,M2300,M2324,23G,23G1A,,
67,20.0,2331.0,精英,M2300,M2325,23B,23B1,,
68,20.0,2371.0,大同,M1500,M1500,15B,15B1,M1500 電機機械,M15B1 電機
69,21.0,2337.0,旺宏,M2300,M2324,23G,23G1B,,
70,21.0,2344.0,華邦電,M2300,M2324,23G,23G1B,,
71,21.0,2408.0,南亞科,M2300,M2324,23G,23G1B,,
72,21.0,8110.0,華東,M2300,M2324,23G,23G2,,
73,22.0,2376.0,技嘉,M2300,M2325,23B,23B1,,
74,22.0,2377.0,微星,M2300,M2325,23B,23B1,,
75,23.0,2379.0,瑞昱,M2300,M2324,23G,23G5,,
76,23.0,3034.0,聯詠,M2300,M2324,23G,23G5,,
77,23.0,4966.0,譜瑞-KY,M2300,M2324,23G,23G5,,
78,24.0,2399.0,映泰,M2300,M2325,23B,23B1,,
79,24.0,2425.0,承啟,M2300,M2325,23B,23B4A,,
80,24.0,2465.0,麗臺,M2300,M2325,23B,23B4A,,
81,24.0,5386.0,青雲,M2300,M2325,23B,23B4A,,
82,24.0,6150.0,撼訊,M2300,M2325,23B,23B4A,,
83,25.0,1533.0,車王電,M2200,M2200,15D,15D,M2200 汽車工業,M15D 汽車組件
84,25.0,2415.0,錩新,M2300,M2328,23U,23U2,,
85,25.0,2497.0,怡利電,M2200,M2200,15D,15D,M2200 汽車工業,M15D 汽車組件
86,25.0,3552.0,同致,M2300,M2331,15D,15D,,
87,25.0,4939.0,亞電,M2300,M2328,23B,23B3C,,
88,26.0,2457.0,飛宏,M2300,M2328,23D,23D3,,
89,26.0,3058.0,立德,M2300,M2328,23D,23D3,,
90,26.0,6129.0,普誠,M2300,M2324,23G,23G5,,
91,27.0,2388.0,威盛,M2300,M2324,23G,23G5,,
92,27.0,2498.0,宏達電,M2300,M2327,23K,23KX,,
93,27.0,3508.0,位速,M2300,M2331,23D,23D4,,
94,27.0,6118.0,建達,M2300,M2329,23T,23T1,,
95,28.0,2603.0,長榮,M2600,M2600,26A,26A2,M2600 航運業,M26A2 貨櫃輪
96,28.0,2609.0,陽明,M2600,M2600,26A,26A2,M2600 航運業,M26A2 貨櫃輪
97,28.0,2615.0,萬海,M2600,M2600,26A,26A2,M2600 航運業,M26A2 貨櫃輪
98,28.0,2636.0,台驊投控,M2600,M2600,26C,26C,M2600 航運業,M26C 貨運倉儲業
99,28.0,5603.0,陸海,M2600,M2600,26C,26C,M2600 航運業,M26C 貨運倉儲業
100,29.0,2610.0,華航,M2600,M2600,26D,26D,M2600 航運業,M26D 空運業
101,29.0,2618.0,長榮航,M2600,M2600,26D,26D,M2600 航運業,M26D 空運業
102,30.0,2608.0,嘉里大榮,M2600,M2600,26C,26C,M2600 航運業,M26C 貨運倉儲業
103,30.0,2642.0,宅配通,M2600,M2600,26C,26C,M2600 航運業,M26C 貨運倉儲業
104,31.0,2723.0,美食-KY,M2700,M2700,27A,27A2,M2700 觀光事業,M27A2 餐飲業
105,31.0,2727.0,王品,M2700,M2700,27A,27A2,M2700 觀光事業,M27A2 餐飲業
106,31.0,2732.0,六角,M2700,M2700,27A,27A2,M2700 觀光事業,M27A2 餐飲業
107,32.0,2412.0,中華電,M2300,M2327,23K,23K3,,
108,32.0,3045.0,台灣大,M2300,M2327,23K,23K3,,
109,32.0,4904.0,遠傳,M2300,M2327,23K,23K3,,
110,33.0,3048.0,益登,M2300,M2329,23T,23T2,,
111,33.0,3209.0,全科,M2300,M2329,23T,23T2,,
112,34.0,2495.0,普安,M2300,M2325,23C,23C4B,,
113,34.0,3060.0,銘異,M2300,M2325,23C,23C4B,,
114,35.0,3083.0,網龍,M3200,M3200,23X,23X2,M3200 文化創意業,M23X2 遊戲軟體
115,35.0,3546.0,宇峻,M3200,M3200,23X,23X2,M3200 文化創意業,M23X2 遊戲軟體
116,35.0,5478.0,智冠,M3200,M3200,23X,23X2,M3200 文化創意業,M23X2 遊戲軟體
117,35.0,6180.0,橘子,M3200,M3200,23X,23X2,M3200 文化創意業,M23X2 遊戲軟體
118,36.0,3141.0,晶宏,M2300,M2324,23G,23G5,,
119,36.0,3169.0,亞信,M2300,M2324,23G,23G5,,
120,36.0,6143.0,振曜,M2300,M2327,23C,23C3,,
121,36.0,6411.0,晶焱,M2300,M2324,23G,23G5,,
122,36.0,8069.0,元太,M2300,M2326,23C,23C8A,,
123,37.0,3234.0,光環,M2300,M2327,23K,23K6,,
124,37.0,4908.0,前鼎,M2300,M2327,23K,23K6,,
125,37.0,4979.0,華星光,M2300,M2327,23K,23K6,,
126,38.0,2409.0,友達,M2300,M2326,23C,23C8A,,
127,38.0,3481.0,群創,M2300,M2326,23C,23C8A,,
128,38.0,6116.0,彩晶,M2300,M2326,23C,23C8A,,
129,39.0,3545.0,敦泰,M2300,M2324,23G,23G5,,
130,39.0,4961.0,天鈺,M2300,M2324,23G,23G5,,
131,39.0,6203.0,海韻電,M2300,M2328,23D,23D3,,
132,39.0,8016.0,矽創,M2300,M2324,23G,23G5,,
133,40.0,2417.0,圓剛,M2300,M2325,23B,23B4B,,
134,40.0,3669.0,圓展,M2300,M2327,23C,23CZ2,,
135,41.0,1589.0,永冠-KY,M1500,M1500,15A,15A2,M1500 電機機械,M15A2 模具零件
136,41.0,3708.0,上緯投控,M1700,M1721,17F,17F,,
137,41.0,9958.0,世紀鋼,M2000,M2000,20A,20A2,M2000 鋼鐵工業,M20A2 鋼筋
138,42.0,4114.0,健喬,M1700,M1722,17C,17C1,,
139,42.0,6461.0,益得,M1700,M1722,17C,17C1,,
140,43.0,4106.0,雃博,M1700,M1722,17G,17G,,
141,43.0,4121.0,優盛,M1700,M1722,17X,17X,,
142,44.0,4128.0,中天,M1700,M1722,17C,17C1,,
143,44.0,4743.0,合一,M1700,M1722,17C,17C1,,
144,45.0,1760.0,寶齡富錦,M1700,M1722,17C,17C1,,
145,45.0,4133.0,亞諾法,M1700,M1722,17G,17G,,
146,45.0,4171.0,瑞基,M3300,M3300,17G,17G,M3300 農業科技,M17G 醫療耗材
147,45.0,4736.0,泰博,M1700,M1722,17G,17G,,
148,45.0,6598.0,ABC-KY,M1700,M1722,17G,17G,,
149,46.0,4147.0,中裕,M1700,M1722,17C,17C1,,
150,46.0,4174.0,浩鼎,M1700,M1722,17C,17C1,,
151,47.0,3625.0,西勝,M2300,M2325,23D,23D7,,
152,47.0,4721.0,美琪瑪,M1700,M1721,17Z,17Z,,
153,47.0,4739.0,康普,M1700,M1721,17Z,17Z,,
154,47.0,6509.0,聚和,M1700,M1721,17Z,17Z,,
155,48.0,4934.0,太極,M2300,M2326,23C,23C7C,,
156,48.0,6125.0,廣運,M2300,M2326,23H,23H2,,
157,49.0,4958.0,臻鼎-KY,M2300,M2328,23B,23B2C,,
158,49.0,6269.0,台郡,M2300,M2328,23B,23B2C,,
159,50.0,4989.0,榮科,M2300,M2328,23B,23B3X,,
160,50.0,8358.0,金居,M2300,M2328,23B,23B3X,,
161,51.0,3294.0,英濟,M2300,M2328,23D,23D4,,
162,51.0,5245.0,智晶,M2300,M2326,23C,23C8A,,
163,51.0,8104.0,錸寶,M2300,M2326,23C,23C8A,,
164,51.0,8111.0,立碁,M2300,M2326,23C,23C6C,,
165,52.0,3596.0,智易,M2300,M2327,23E,230,,
166,52.0,5388.0,中磊,M2300,M2327,23E,2300,,
167,52.0,6285.0,啟碁,M2300,M2327,23K,23K2,,
168,53.0,3532.0,台勝科,M2300,M2324,23G,23G3C,,
169,53.0,5483.0,中美晶,M2300,M2324,23G,23G3C,,
170,53.0,6182.0,合晶,M2300,M2324,23G,23G3C,,
171,53.0,6488.0,環球晶,M2300,M2324,23G,23G3C,,
172,54.0,2643.0,捷迅,M2600,M2600,26C,26C,M2600 航運業,M26C 貨運倉儲業
173,54.0,5609.0,中菲行,M2600,M2600,26C,26C,M2600 航運業,M26C 貨運倉儲業
174,55.0,2707.0,晶華,M2700,M2700,27A,27A1,M2700 觀光事業,M27A1 飯店業
175,55.0,2731.0,雄獅,M2700,M2700,27C,27C,M2700 觀光事業,M27C 旅行社
176,55.0,2736.0,富野,M2700,M2700,27A,27A1,,
177,55.0,2743.0,山富,M2700,M2700,27C,27C,M2700 觀光事業,M27C 旅行社
178,55.0,5706.0,鳳凰,M2700,M2700,27C,27C,M2700 觀光事業,M27C 旅行社
179,56.0,3035.0,智原,M2300,M2324,23G,23G5,,
180,56.0,3556.0,禾瑞亞,M2300,M2324,23G,23G5,,
181,56.0,6104.0,創惟,M2300,M2324,23G,23G5,,
182,57.0,3015.0,全漢,M2300,M2328,23D,23D3,,
183,57.0,6188.0,廣明,M2300,M2325,23C,23C3,,
184,58.0,6206.0,飛捷,M2300,M2325,23B,23B5A,,
185,58.0,8114.0,振樺電,M2300,M2325,23B,23B5A,,
186,59.0,2383.0,台光電,M2300,M2328,23B,23B3A,,
187,59.0,6213.0,聯茂,M2300,M2328,23B,23B3A,,
188,59.0,6274.0,台燿,M2300,M2328,23B,23B3A,,
189,60.0,6245.0,立端,M2300,M2327,23B,23B5B,,
190,60.0,8050.0,廣積,M2300,M2325,23B,23B5B,,
191,61.0,1708.0,東鹼,M1700,M1721,17Z,17Z,,
192,61.0,1712.0,興農,M1700,M1721,17C,17C3,,
193,61.0,6508.0,惠光,M3300,M3300,17C,17C3,M3300 農業科技,M17C3 農藥肥料
194,62.0,3661.0,世芯-KY,M2300,M2324,23G,23G5,,
195,62.0,6531.0,愛普*,M2300,M2324,23G,23G5,,
196,62.0,6533.0,晶心科,M2300,M2324,23G,23G5,,
197,62.0,6643.0,M31,M2300,M2324,23G,23G5,,
198,63.0,3037.0,欣興,M2300,M2328,23B,23B2D,,
199,63.0,3189.0,景碩,M2300,M2324,23B,23B2A,,
200,63.0,8046.0,南電,M2300,M2328,23B,23B2A,,
201,64.0,2455.0,全新,M2300,M2327,23G,23G3A,,
202,64.0,3105.0,穩懋,M2300,M2324,23G,23G3A,,
203,64.0,4968.0,立積,M2300,M2324,23G,23G5,,
204,64.0,8086.0,宏捷科,M2300,M2324,23G,23G3A,,
205,65.0,8924.0,大田,M9900,M9900,99Z,99Z2,M9900 其他,M99Z2 高爾夫用品
206,65.0,8938.0,明安,M9900,M9900,99Z,99Z2,M9900 其他,M99Z2 高爾夫用品
207,66.0,9914.0,美利達,M9900,M9900,99Z,99Z1,M9900 其他,M99Z1 自行健行車
208,66.0,9921.0,巨大,M9900,M9900,99Z,99Z1,M9900 其他,M99Z1 自行健行車
209,67.0,5871.0,中租-KY,M9900,M9900,28K,28K,M9900 其他,M28K 租賃業
210,67.0,6592.0,和潤企業,M9900,M9900,28K,28K,M9900 其他,M28K 租賃業
211,67.0,9941.0,裕融,M9900,M9900,28K,28K,M9900 其他,M28K 租賃業
212,68.0,2597.0,潤弘,M2500,M2500,25B,25B,M2500 建材營造,M25B 營造
213,68.0,2915.0,潤泰全,M2900,M2900,29A,29A2,M2900 貿易百貨,M29A2 量販
214,68.0,9945.0,潤泰新,M9900,M9900,25A,25A,M9900 其他,M25A 建設
215,,1103.0,嘉泥,M1100,,11A,,M1100 水泥工業,M11A 水泥製造
216,,1104.0,環泥,M1100,,11A,,M1100 水泥工業,M11A 水泥製造
217,,1108.0,幸福,M1100,,11A,,M1100 水泥工業,M11A 水泥製造
218,,1109.0,信大,M1100,,11A,,M1100 水泥工業,M11A 水泥製造
219,,1110.0,東泥,M1100,,11A,,M1100 水泥工業,M11A 水泥製造
220,,1201.0,味全,M1200,,12C,,M1200 食品工業,M12C 飲料乳品
221,,1203.0,味王,M1200,,12Z,,M1200 食品工業,M12Z 其他食品
222,,1213.0,大飲,M1200,,12C,,M1200 食品工業,M12C 飲料乳品
223,,1216.0,統一,M1200,,12C,,M1200 食品工業,M12C 飲料乳品
224,,1218.0,泰山,M1200,,12B,,M1200 食品工業,M12B 油脂飼料
225,,1219.0,福壽,M1200,,12B,,M1200 食品工業,M12B 油脂飼料
226,,1220.0,台榮,M1200,,12B,,M1200 食品工業,M12B 油脂飼料
227,,1225.0,福懋油,M1200,,12B,,M1200 食品工業,M12B 油脂飼料
228,,1229.0,聯華,M1200,,12B,,M1200 食品工業,M12B 油脂飼料
229,,1231.0,聯華食,M1200,,12Z,,M1200 食品工業,M12Z 其他食品
230,,1232.0,大統益,M1200,,12B,,M1200 食品工業,M12B 油脂飼料
231,,1233.0,天仁,M1200,,12Z,,M1200 食品工業,M12Z 其他食品
232,,1234.0,黑松,M1200,,12C,,M1200 食品工業,M12C 飲料乳品
233,,1235.0,興泰,M1200,,12B,,M1200 食品工業,M12B 油脂飼料
234,,1236.0,宏亞,M1200,,12Z,,M1200 食品工業,M12Z 其他食品
235,,1240.0,茂生農經,M3300,,12B,,M3300 農業科技,M12B 油脂飼料
236,,1256.0,鮮活果汁-KY,M1200,,12C,,M1200 食品工業,M12C 飲料乳品
237,,1258.0,其祥-KY,M1200,,12Z,,M1200 食品工業,M12Z 其他食品
238,,1259.0,安心,M2700,,27A,,M2700 觀光事業,M27A2 餐飲業
239,,1264.0,德麥,M1200,,12Z,,M1200 食品工業,M12Z 其他食品
240,,1268.0,漢來美食,M2700,,27A,,M2700 觀光事業,M27A2 餐飲業
241,,1301.0,台塑,M1300,,13A,,M1300 塑膠工業,M13A1 泛用塑膠
242,,1303.0,南亞,M1300,,13A,,M1300 塑膠工業,M13A1 泛用塑膠
243,,1304.0,台聚,M1300,,13A,,M1300 塑膠工業,M13A1 泛用塑膠
244,,1305.0,華夏,M1300,,13A,,M1300 塑膠工業,M13A1 泛用塑膠
245,,1307.0,三芳,M1300,,13A,,M1300 塑膠工業,M13A6 合成皮
246,,1308.0,亞聚,M1300,,13A,,M1300 塑膠工業,M13A1 泛用塑膠
247,,1309.0,台達化,M1300,,13A,,M1300 塑膠工業,M13A1 泛用塑膠
248,,1312.0,國喬,M1300,,13A,,M1300 塑膠工業,M13A1 泛用塑膠
249,,1313.0,聯成,M1300,,13A,,M1300 塑膠工業,M13A7 可塑劑
250,,1315.0,達新,M1300,,13A,,M1300 塑膠工業,M13A8 塑膠加工
251,,1316.0,上曜,M2500,,25A,,M2500 建材營造,M25A 建設
252,,1321.0,大洋,M1300,,13A,,M1300 塑膠工業,M13A8 塑膠加工
253,,1323.0,永裕,M1300,,13A,,M1300 塑膠工業,M13A8 塑膠加工
254,,1324.0,地球,M1300,,13A,,M1300 塑膠工業,M13A9 膠帶
255,,1325.0,恒大,M1300,,14F,,M1300 塑膠工業,M14F 不織布
256,,1326.0,台化,M1300,,13A,,M1300 塑膠工業,M13A1 泛用塑膠
257,,1336.0,台翰,M2328,,23D,,M2328 電子零組件,M23D9A 沖壓零組件
258,,1337.0,再生-KY,M1300,,13B,,M1300 塑膠工業,M13B 塑膠製品
259,,1338.0,廣華-KY,M2200,,15D,,M2200 汽車工業,M15D 汽車組件
260,,1339.0,昭輝,M2200,,15D,,M2200 汽車工業,M15D 汽車組件
261,,1340.0,勝悅-KY,M1300,,13B,,M1300 塑膠工業,M13B 塑膠製品
262,,1341.0,富林-KY,M1300,,13A,,M1300 塑膠工業,M13A6 合成皮
263,,1342.0,八貫,M9900,,13B,,M9900 其他,M13B 塑膠製品
264,,1402.0,遠東新,M1400,,14A,,M1400 紡織纖維,M14A1 聚酯絲棉
265,,1409.0,新纖,M1400,,14A,,M1400 紡織纖維,M14A1 聚酯絲棉
266,,1410.0,南染,M1400,,14E,,M1400 紡織纖維,M14E 染整
267,,1413.0,宏洲,M1400,,14A,,M1400 紡織纖維,M14A2 加工絲
268,,1414.0,東和,M1400,,14B,,M1400 紡織纖維,M14B1 聚酯紗棉紗
269,,1416.0,廣豐,M9900,,29A,,M9900 其他,M29A1 百貨購物中
270,,1417.0,嘉裕,M1400,,14C,,M1400 紡織纖維,M14C1 成衣製造
271,,1418.0,東華,M1400,,14B,,M1400 紡織纖維,M14B2 亞克力纖維
272,,1419.0,新紡,M1400,,14C,,M1400 紡織纖維,M14C2 織布
273,,1423.0,利華,M1400,,14D,,M1400 紡織纖維,M14D2 毛紡
274,,1432.0,大魯閣,M2900,,29A,,M2900 貿易百貨,M29A1 百貨購物中
275,,1434.0,福懋,M1400,,14C,,M1400 紡織纖維,M14C2 織布
276,,1435.0,中福,M9900,,23K,,M9900 其他,M23KX 其他網通
277,,1436.0,華友聯,M2500,,25A,,M2500 建材營造,M25A 建設
278,,1437.0,勤益控,M9900,,25F,,M9900 其他,M25F 物業管理
279,,1438.0,三地開發,M2500,,25A,,M2500 建材營造,M25A 建設
280,,1439.0,中和,M1400,,14D,,M1400 紡織纖維,M14D2 毛紡
281,,1440.0,南紡,M1400,,14A,,M1400 紡織纖維,M14A1 聚酯絲棉
282,,1441.0,大東,M1400,,14B,,M1400 紡織纖維,M14B1 聚酯紗棉紗
283,,1442.0,名軒,M2500,,25A,,M2500 建材營造,M25A 建設
284,,1443.0,立益,M9900,,26C,,M9900 其他,M26C 貨運倉儲業
285,,1444.0,力麗,M1400,,14A,,M1400 紡織纖維,M14A2 加工絲
286,,1445.0,大宇,M1400,,14C,,M1400 紡織纖維,M14C2 織布
287,,1446.0,宏和,M1400,,14C,,M1400 紡織纖維,M14C2 織布
288,,1447.0,力鵬,M1400,,14A,,M1400 紡織纖維,M14A7 尼龍絲
289,,1449.0,佳和,M1400,,14C,,M1400 紡織纖維,M14C2 織布
290,,1451.0,年興,M1400,,14C,,M1400 紡織纖維,M14C1 成衣製造
291,,1452.0,宏益,M1400,,14A,,M1400 紡織纖維,M14A2 加工絲
292,,1453.0,大將,M2500,,25A,,M2500 建材營造,M25A 建設
293,,1454.0,台富,M1400,,14C,,M1400 紡織纖維,M14C2 織布
294,,1455.0,集盛,M1400,,14A,,M1400 紡織纖維,M14A7 尼龍絲
295,,1456.0,怡華,M2500,,25A,,M2500 建材營造,M25A 建設
296,,1457.0,宜進,M1400,,14A,,M1400 紡織纖維,M14A2 加工絲
297,,1459.0,聯發,M1400,,14A,,M1400 紡織纖維,M14A2 加工絲
298,,1460.0,宏遠,M1400,,14C,,M1400 紡織纖維,M14C2 織布
299,,1463.0,強盛,M1400,,14E,,M1400 紡織纖維,M14E 染整
300,,1464.0,得力,M1400,,14C,,M1400 紡織纖維,M14C2 織布
301,,1465.0,偉全,M1400,,14C,,M1400 紡織纖維,M14C2 織布
302,,1466.0,聚隆,M1400,,14A,,M1400 紡織纖維,M14A7 尼龍絲
303,,1467.0,南緯,M1400,,14C,,M1400 紡織纖維,M14C1 成衣製造
304,,1468.0,昶和,M1400,,14C,,M1400 紡織纖維,M14C2 織布
305,,1470.0,大統新創,M1400,,14E,,M1400 紡織纖維,M14E 染整
306,,1471.0,首利,M2328,,23D,,M2328 電子零組件,M23D3 電源供應器
307,,1472.0,三洋紡,M1400,,14A,,M1400 紡織纖維,M14A7 尼龍絲
308,,1473.0,台南,M1400,,14C,,M1400 紡織纖維,M14C1 成衣製造
309,,1474.0,弘裕,M1400,,14C,,M1400 紡織纖維,M14C2 織布
310,,1475.0,業旺,M1400,,14C,,M1400 紡織纖維,M14C2 織布
311,,1503.0,士電,M1500,,15B,,M1500 電機機械,M15B1 電機
312,,1504.0,東元,M1500,,15B,,M1500 電機機械,M15B1 電機
313,,1506.0,正道,M1500,,15D,,M1500 電機機械,M15D 汽車組件
314,,1507.0,永大,M1500,,15B,,M1500 電機機械,M15B1 電機
315,,1512.0,瑞利,M2200,,15D,,M2200 汽車工業,M15D 汽車組件
316,,1515.0,力山,M1500,,15Z,,M1500 電機機械,M15Z 其他電製品
317,,1516.0,川飛,M9900,,99Z,,M9900 其他,M99ZC 其他製造業
318,,1521.0,大億,M2200,,15D,,M2200 汽車工業,M15D 汽車組件
319,,1525.0,江申,M2200,,15D,,M2200 汽車工業,M15D 汽車組件
320,,1527.0,鑽全,M1500,,15A,,M1500 電機機械,M15A1 工具機
