,歆凱分組,代號,名稱,交易所主產業代碼,交易所子產業代碼,TEJ主產業代碼,TEJ子產業代碼,new_industry_name,minor_industry_name
1580,,6515.0,穎崴,M2324,,23B,,M2324 半導體,M23B3X PCB材-其他
1581,,6516.0,勤崴國際,M2330,,23K,,M2330 資訊服務業,M23K5 導航定位
1582,,6523.0,達爾膚,M1722,,17H,,M1722 生技醫療,M17H 生物科技
1583,,6525.0,捷敏-KY,M2324,,23G,,M2324 半導體,M23G2 IC封測
1584,,6527.0,明達醫,M1722,,17G,,M1722 生技醫療,M17G 醫療耗材
1585,,6530.0,創威,M2327,,23K,,M2327 通信網路業,M23K6 光元件模組
1586,,6531.0,愛普,M2324,,23G,,M2324 半導體,M23G5 IC設計
1587,,6532.0,瑞耘,M2324,,23H,,M2324 半導體,M23H2 電機設備
1588,,6533.0,晶心科,M2324,,23G,,M2324 半導體,M23G5 IC設計
1589,,6535.0,順藥,M1722,,17C,,M1722 生技醫療,M17C1 西藥
1590,,6538.0,倉和,M2328,,23C,,M2328 電子零組件,M23C7F 其他太陽能
1591,,6541.0,泰福-KY,M1722,,17C,,M1722 生技醫療,M17C1 西藥
1592,,6542.0,隆中,M3200,,23X,,M3200 文化創意業,M23X2 遊戲軟體
1593,,6547.0,高端疫苗,M1722,,17C,,M1722 生技醫療,M17C1 西藥
1594,,6548.0,長科*,M2324,,23G,,M2324 半導體,M23G4 IC導線架
1595,,6552.0,易華電,M2324,,23B,,M2324 半導體,M23B2C 軟板
1596,,6556.0,勝品,M2326,,23C,,M2326 光電業,M23C9 安全監控
1597,,6558.0,興能高,M2331,,23D,,M2331 其他電子業,M23D7 二次電池
1598,,6560.0,欣普羅,M2326,,23C,,M2326 光電業,M23C9 安全監控
1599,,6561.0,是方,M2327,,23K,,M2327 通信網路業,M23K3 電信及IDC
1600,,6568.0,宏觀,M2324,,23G,,M2324 半導體,M23G5 IC設計
1601,,6569.0,醫揚,M1722,,23B,,M1722 生技醫療,M23B5B 工業電腦
1602,,6570.0,維田,M2325,,23B,,M2325 電腦及週邊,M23B5B 工業電腦
1603,,6573.0,虹揚-KY,M2324,,23D,,M2324 半導體,M23D1 整流二極體
1604,,6574.0,霈方,M1722,,17Z,,M1722 生技醫療,M17Z 其他化學
1605,,6576.0,逸達,M1722,,17C,,M1722 生技醫療,M17C1 西藥
1606,,6577.0,勁豐,M2325,,23B,,M2325 電腦及週邊,M23B5B 工業電腦
1607,,6578.0,達邦蛋白,M3300,,12B,,M3300 農業科技,M12B 油脂飼料
1608,,6579.0,研揚,M2325,,23B,,M2325 電腦及週邊,M23B5B 工業電腦
1609,,6581.0,鋼聯,M9900,,99L,,M9900 其他,M99L2 廢棄物處理
1610,,6588.0,東典光電,M2327,,23K,,M2327 通信網路業,M23K6 光元件模組
1611,,6589.0,台康生技,M1722,,17H,,M1722 生技醫療,M17H 生物科技
1612,,6590.0,普鴻,M2330,,23X,,M2330 資訊服務業,M23X1 系統整合
1613,,6591.0,動力-KY,M2325,,23D,,M2325 電腦及週邊,M23D9B 散熱零組件
1614,,6593.0,台灣銘板,M2330,,23Z,,M2330 資訊服務業,M23Z 其他電子
1615,,6594.0,展匯科,M2324,,23G,,M2324 半導體,M23G5 IC設計
1616,,6596.0,寬宏藝術,M3200,,99E,,M3200 文化創意業,M99E 廣告業
1617,,6598.0,ABC-KY,M1722,,17G,,M1722 生技醫療,M17G 醫療耗材
1618,,6603.0,富強鑫,M1500,,15A,,M1500 電機機械,M15A1 工具機
1619,,6609.0,瀧澤科,M1500,,15A,,M1500 電機機械,M15A1 工具機
1620,,6612.0,奈米醫材,M1722,,17G,,M1722 生技醫療,M17G 醫療耗材
1621,,6613.0,朋億,M2331,,23H,,M2331 其他電子業,M23H1 廠辦機電
1622,,6615.0,慧智,M1722,,17G,,M1722 生技醫療,M17G 醫療耗材
1623,,6616.0,特昇-KY,M9900,,99B,,M9900 其他,M99B 五金及家具
1624,,6624.0,萬年清,M9900,,99L,,M9900 其他,M99L2 廢棄物處理
1625,,6625.0,必應,M9900,,99H,,M9900 其他,M99H 電視廣播
1626,,6629.0,泰金-KY,M9900,,99B,,M9900 其他,M99B 五金及家具
1627,,6640.0,均華,M2324,,23H,,M2324 半導體,M23H2 電機設備
1628,,6641.0,基士德-KY,M9900,,15Z,,M9900 其他,M15Z 其他電製品
1629,,6642.0,富致,M2328,,23D,,M2328 電子零組件,M23D5 被動元件
1630,,6643.0,M31,M2324,,23G,,M2324 半導體,M23G5 IC設計
1631,,6649.0,台生材,M1722,,17G,,M1722 生技醫療,M17G 醫療耗材
1632,,6651.0,全宇昕,M2324,,23G,,M2324 半導體,M23G5 IC設計
1633,,6654.0,天正國際,M2331,,23H,,M2331 其他電子業,M23H2 電機設備
1634,,6655.0,科定,M9900,,99Z,,M9900 其他,M99ZC 其他製造業
1635,,6661.0,威健生技,M1722,,17G,,M1722 生技醫療,M17G 醫療耗材
1636,,6662.0,樂斯科,M1722,,17H,,M1722 生技醫療,M17H 生物科技
1637,,6664.0,群翊,M2328,,23H,,M2328 電子零組件,M23H2 電機設備
1638,,6666.0,羅麗芬-KY,M1722,,17Z,,M1722 生技醫療,M17Z 其他化學
1639,,6667.0,信紘科,M2331,,23H,,M2331 其他電子業,M23H1 廠辦機電
1640,,6668.0,中揚光,M2326,,23U,,M2326 光電業,M23U1 光學鏡頭
1641,,6669.0,緯穎,M2325,,23A,,M2325 電腦及週邊,M23A2 泛用電腦
1642,,6670.0,復盛應用,M9900,,99Z,,M9900 其他,M99Z2 高爾夫用品
1643,,6671.0,三能-KY,M9900,,99Z,,M9900 其他,M99ZC 其他製造業
1644,,6672.0,騰輝電子-KY,M2328,,23B,,M2328 電子零組件,M23B3A 銅箔基板
1645,,6674.0,鋐寶科技,M2327,,23E,,M2327 通信網路業,M23E1 數據機
1646,,6679.0,鈺太,M2324,,23G,,M2324 半導體,M23G5 IC設計
1647,,6680.0,鑫創電子,M2325,,23B,,M2325 電腦及週邊,M23B5B 工業電腦
1648,,6683.0,雍智科技,M2324,,23B,,M2324 半導體,M23B2A IC載板
1649,,6684.0,安格,M2324,,23G,,M2324 半導體,M23G5 IC設計
1650,,6690.0,安碁資訊,M2330,,23X,,M2330 資訊服務業,M23X1 系統整合
1651,,6697.0,東捷資訊,M2330,,23X,,M2330 資訊服務業,M23X1 系統整合
1652,,6698.0,旭暉應材,M2331,,23C,,M2331 其他電子業,M23C8C LCD 原料
1653,,6703.0,軒郁,M1722,,17H,,M1722 生技醫療,M17H 生物科技
1654,,6706.0,惠特,M2326,,23H,,M2326 光電業,M23H2 電機設備
1655,,6712.0,長聖,M1722,,17H,,M1722 生技醫療,M17H 生物科技
1656,,6715.0,嘉基,M2328,,23D,,M2328 電子零組件,M23D2 連接器
1657,,6716.0,應廣,M2324,,23G,,M2324 半導體,M23G5 IC設計
1658,,6727.0,亞泰金屬,M2328,,23H,,M2328 電子零組件,M23H2 電機設備
1659,,6728.0,上洋,M2900,,15C,,M2900 貿易百貨,M15C1 家電
1660,,6732.0,昇佳電子,M2324,,23G,,M2324 半導體,M23G5 IC設計
1661,,6733.0,博晟生醫,M1722,,17G,,M1722 生技醫療,M17G 醫療耗材
1662,,6741.0,91APP*-KY,M3400,,23K,,M3400 電子商務,M23K4 電商及XaaS
1663,,6743.0,安普新,M2331,,23U,,M2331 其他電子業,M23U2 聲學產品
1664,,6747.0,亨泰光,M1722,,17G,,M1722 生技醫療,M17G 醫療耗材
1665,,6751.0,智聯服務,M2330,,23X,,M2330 資訊服務業,M23X1 系統整合
1666,,6752.0,叡揚資訊,M2330,,23X,,M2330 資訊服務業,M23X9 應用軟體
1667,,6754.0,匯僑設計,M9900,,25C,,M9900 其他,M25C 工程承攬
1668,,6756.0,威鋒電子,M2324,,23G,,M2324 半導體,M23G5 IC設計
1669,,6762.0,達亞,M1722,,17G,,M1722 生技醫療,M17G 醫療耗材
1670,,6767.0,台微醫,M1722,,17G,,M1722 生技醫療,M17G 醫療耗材
1671,,6768.0,志強-KY,M9900,,99K,,M9900 其他,M99K 鞋及旅行箱
1672,,6776.0,展碁國際,M2329,,23T,,M2329 電子通路業,M23T1 3C通路
1673,,6781.0,AES-KY,M2328,,23D,,M2328 電子零組件,M23D7 二次電池
1674,,6803.0,崑鼎,M9900,,99L,,M9900 其他,M99L2 廢棄物處理
1675,,7402.0,邑錡,M2326,,23U,,M2326 光電業,M23UZ 消費性電子
1676,,7556.0,意德士,M2324,,23H,,M2324 半導體,M23H2 電機設備
1677,,8011.0,台通,M2327,,23K,,M2327 通信網路業,M23K6 光元件模組
1678,,8016.0,矽創,M2324,,23G,,M2324 半導體,M23G5 IC設計
1679,,8021.0,尖點,M2331,,23B,,M2331 其他電子業,M23B3X PCB材-其他
1680,,8024.0,佑華,M2324,,23G,,M2324 半導體,M23G5 IC設計
1681,,8027.0,鈦昇,M1500,,23H,,M1500 電機機械,M23H2 電機設備
1682,,8028.0,昇陽半導體,M2324,,23G,,M2324 半導體,M23G3C 晶圓材料
1683,,8032.0,光菱,M2329,,23T,,M2329 電子通路業,M23T2 零組件代理
1684,,8033.0,雷虎,M9900,,99Z,,M9900 其他,M99ZC 其他製造業
1685,,8034.0,榮群,M2327,,23K,,M2327 通信網路業,M23K1 網通工程
1686,,8038.0,長園科,M2328,,23D,,M2328 電子零組件,M23D7 二次電池
1687,,8039.0,台虹,M2328,,23B,,M2328 電子零組件,M23B3C FCCL
1688,,8040.0,九暘,M2324,,23G,,M2324 半導體,M23G5 IC設計
1689,,8042.0,金山電,M2328,,23D,,M2328 電子零組件,M23D5 被動元件
1690,,8043.0,蜜望實,M2328,,23T,,M2328 電子零組件,M23T2 零組件代理
1691,,8044.0,網家,M3400,,23K,,M3400 電子商務,M23K4 電商及XaaS
1692,,8046.0,南電,M2328,,23B,,M2328 電子零組件,M23B2A IC載板
1693,,8047.0,星雲,M2331,,23C,,M2331 其他電子業,M23C3 PC週邊
1694,,8048.0,德勝,M2327,,23E,,M2327 通信網路業,M23E2 網路卡
1695,,8049.0,晶采,M2326,,23C,,M2326 光電業,M23C8D LCD-其他
1696,,8050.0,廣積,M2325,,23B,,M2325 電腦及週邊,M23B5B 工業電腦
1697,,8054.0,安國,M2324,,23G,,M2324 半導體,M23G5 IC設計
1698,,8059.0,凱碩,M2327,,23E,,M2327 通信網路業,M23E1 數據機
1699,,8064.0,東捷,M2326,,23H,,M2326 光電業,M23H2 電機設備
1700,,8066.0,來思達,M2900,,99B,,M2900 貿易百貨,M99B 五金及家具
1701,,8067.0,志旭,M2329,,23T,,M2329 電子通路業,M23T1 3C通路
1702,,8068.0,全達,M2329,,23T,,M2329 電子通路業,M23T2 零組件代理
1703,,8069.0,元太,M2326,,23C,,M2326 光電業,M23C8A LCD 面板
1704,,8070.0,長華*,M2329,,23T,,M2329 電子通路業,M23T2 零組件代理
1705,,8071.0,能率網通,M2328,,23D,,M2328 電子零組件,M23D9A 沖壓零組件
1706,,8072.0,陞泰,M2329,,23C,,M2329 電子通路業,M23C9 安全監控
1707,,8074.0,鉅橡,M2328,,23B,,M2328 電子零組件,M23B3X PCB材-其他
1708,,8076.0,伍豐,M2325,,23B,,M2325 電腦及週邊,M23B5A POS
1709,,8077.0,洛碁,M2700,,27A,,M2700 觀光事業,M27A1 飯店業
1710,,8080.0,永利聯合,M2328,,25C,,M2328 電子零組件,M25C 工程承攬
1711,,8081.0,致新,M2324,,23G,,M2324 半導體,M23G5 IC設計
1712,,8083.0,瑞穎,M1500,,15A,,M1500 電機機械,M15A2 模具零件
1713,,8084.0,巨虹,M2329,,23G,,M2329 電子通路業,M23G5 IC設計
1714,,8085.0,福華,M2331,,23C,,M2331 其他電子業,M23C8B 背光模組
1715,,8086.0,宏捷科,M2324,,23G,,M2324 半導體,M23G3A 化合物SEMI
1716,,8087.0,華鎂鑫,M2326,,23C,,M2326 光電業,M23C4A 光碟
1717,,8088.0,品安,M2324,,23G,,M2324 半導體,M23G3B 記憶體模組
1718,,8089.0,康全電訊,M2327,,23E,,M2327 通信網路業,M23E1 數據機
1719,,8091.0,翔名,M2328,,23H,,M2328 電子零組件,M23H2 電機設備
1720,,8092.0,建暐,M2331,,23H,,M2331 其他電子業,M23H2 電機設備
1721,,8093.0,保銳,M2328,,23D,,M2328 電子零組件,M23D3 電源供應器
1722,,8096.0,擎亞,M2329,,23T,,M2329 電子通路業,M23T2 零組件代理
1723,,8097.0,常珵,M2327,,23D,,M2327 通信網路業,M23D2 連接器
1724,,8099.0,大世科,M2330,,23X,,M2330 資訊服務業,M23X1 系統整合
1725,,8101.0,華冠,M2327,,23K,,M2327 通信網路業,M23KX 其他網通
1726,,8103.0,瀚荃,M2328,,23D,,M2328 電子零組件,M23D2 連接器
1727,,8104.0,錸寶,M2326,,23C,,M2326 光電業,M23C8A LCD 面板
1728,,8105.0,凌巨,M2326,,23C,,M2326 光電業,M23C8D LCD-其他
1729,,8107.0,大億金茂,M1500,,15D,,M1500 電機機械,M15D 汽車組件
1730,,8109.0,博大,M2328,,23D,,M2328 電子零組件,M23D3 電源供應器
1731,,8110.0,華東,M2324,,23G,,M2324 半導體,M23G2 IC封測
1732,,8111.0,立碁,M2326,,23C,,M2326 光電業,M23C6C 封裝及應用
1733,,8112.0,至上,M2329,,23T,,M2329 電子通路業,M23T2 零組件代理
1734,,8114.0,振樺電,M2325,,23B,,M2325 電腦及週邊,M23B5A POS
1735,,8121.0,越峰,M2328,,23D,,M2328 電子零組件,M23D5 被動元件
1736,,8131.0,福懋科,M2324,,23G,,M2324 半導體,M23G2 IC封測
1737,,8147.0,正淩,M2328,,23D,,M2328 電子零組件,M23D2 連接器
1738,,8150.0,南茂,M2324,,23G,,M2324 半導體,M23G2 IC封測
1739,,8155.0,博智,M2328,,23B,,M2328 電子零組件,M23B2D 硬板及其他
1740,,8163.0,達方,M2325,,23C,,M2325 電腦及週邊,M23C3 PC週邊
1741,,8171.0,天宇,M2327,,23D,,M2327 通信網路業,M23D7 二次電池
1742,,8176.0,智捷,M2327,,23E,,M2327 通信網路業,M23E1 數據機
1743,,8182.0,加高,M2328,,23D,,M2328 電子零組件,M23D6 石英元件
1744,,8183.0,精星,M2331,,23B,,M2331 其他電子業,M23B2B PCB 組裝
1745,,8201.0,無敵,M2331,,23Z,,M2331 其他電子業,M23Z 其他電子
1746,,8210.0,勤誠,M2325,,23D,,M2325 電腦及週邊,M23D4 機殼
1747,,8213.0,志超,M2328,,23B,,M2328 電子零組件,M23B2D 硬板及其他
1748,,8215.0,明基材,M2326,,23C,,M2326 光電業,M23C8C LCD 原料
1749,,8222.0,寶一,M1500,,22B,,M1500 電機機械,M22B3 航空器製造
1750,,8234.0,新漢,M2325,,23B,,M2325 電腦及週邊,M23B5B 工業電腦
1751,,8240.0,華宏,M2326,,23C,,M2326 光電業,M23C8C LCD 原料
1752,,8249.0,菱光,M2328,,23C,,M2328 電子零組件,M23C2 影像掃描
1753,,8255.0,朋程,M1500,,15D,,M1500 電機機械,M15D 汽車組件
1754,,8261.0,富鼎,M2324,,23G,,M2324 半導體,M23G5 IC設計
1755,,8271.0,宇瞻,M2324,,23G,,M2324 半導體,M23G3B 記憶體模組
1756,,8277.0,商丞,M2324,,23G,,M2324 半導體,M23G3B 記憶體模組
1757,,8279.0,生展,M1722,,17C,,M1722 生技醫療,M17C2 機能性食品
1758,,8284.0,三竹,M2330,,23K,,M2330 資訊服務業,M23K4 電商及XaaS
1759,,8289.0,泰藝,M2328,,23D,,M2328 電子零組件,M23D6 石英元件
1760,,8291.0,尚茂,M2328,,23B,,M2328 電子零組件,M23B3A 銅箔基板
1761,,8299.0,群聯,M2324,,23G,,M2324 半導體,M23G5 IC設計
1762,,8341.0,日友,M9900,,99L,,M9900 其他,M99L2 廢棄物處理
1763,,8342.0,益張,M9900,,20A,,M9900 其他,M20A9 金屬加工
1764,,8349.0,恒耀,M2000,,20A,,M2000 鋼鐵工業,M20A1 線材
1765,,8354.0,冠好,M9900,,13A,,M9900 其他,M13A9 膠帶
1766,,8358.0,金居,M2328,,23B,,M2328 電子零組件,M23B3X PCB材-其他
1767,,8367.0,建新國際,M2600,,26C,,M2600 航運業,M26C 貨運倉儲業
1768,,8374.0,羅昇,M1500,,15A,,M1500 電機機械,M15A2 模具零件
1769,,8383.0,千附,M2331,,23H,,M2331 其他電子業,M23H1 廠辦機電
1770,,8390.0,金益鼎,M9900,,99L,,M9900 其他,M99L1 貴金屬回收
1771,,8401.0,白紗科,M9900,,99C,,M9900 其他,M99C 印刷
1772,,8403.0,盛弘,M1722,,17X,,M1722 生技醫療,M17X 藥局
1773,,8404.0,百和興業-KY,M9900,,14Z,,M9900 其他,M14Z 其他紡織
1774,,8406.0,金可-KY,M1722,,17G,,M1722 生技醫療,M17G 醫療耗材
1775,,8409.0,商之器,M1722,,23X,,M1722 生技醫療,M23X9 應用軟體
1776,,8410.0,森田,M2325,,23D,,M2325 電腦及週邊,M23D4 機殼
1777,,8411.0,福貞-KY,M9900,,20B,,M9900 其他,M20B 金屬製品
1778,,8415.0,大國鋼,M2000,,20A,,M2000 鋼鐵工業,M20A1 線材
1779,,8416.0,實威,M2330,,23X,,M2330 資訊服務業,M23X9 應用軟體
1780,,8418.0,捷必勝-KY,M9900,,15B,,M9900 其他,M15B1 電機
1781,,8420.0,明揚,M9900,,99Z,,M9900 其他,M99Z2 高爾夫用品
1782,,8421.0,旭源,M9900,,13B,,M9900 其他,M13B 塑膠製品
1783,,8422.0,可寧衛,M9900,,99L,,M9900 其他,M99L2 廢棄物處理
1784,,8423.0,保綠-KY,M9900,,21C,,M9900 其他,M21C 橡膠原料
1785,,8424.0,惠普,M2500,,11C,,M2500 建材營造,M11C 其他水泥
1786,,8426.0,紅木-KY,M9900,,99B,,M9900 其他,M99B 五金及家具
1787,,8427.0,基勝-KY,M9900,,99B,,M9900 其他,M99B 五金及家具
1788,,8429.0,金麗-KY,M2900,,99K,,M2900 貿易百貨,M99K 鞋及旅行箱
1789,,8431.0,匯鑽科,M2331,,23C,,M2331 其他電子業,M23C4B 硬碟磁碟
1790,,8432.0,東生華,M1722,,17C,,M1722 生技醫療,M17C1 西藥
1791,,8433.0,弘帆,M2900,,29B,,M2900 貿易百貨,M29B 貿易業
1792,,8435.0,鉅邁,M9900,,99L,,M9900 其他,M99L2 廢棄物處理
1793,,8436.0,大江,M1722,,17C,,M1722 生技醫療,M17C2 機能性食品
1794,,8437.0,大地-KY,M9900,,99Z,,M9900 其他,M99ZX 其他服務業
1795,,8440.0,綠電,M9900,,99L,,M9900 其他,M99L2 廢棄物處理
1796,,8442.0,威宏-KY,M9900,,99K,,M9900 其他,M99K 鞋及旅行箱
1797,,8443.0,阿瘦,M2900,,99K,,M2900 貿易百貨,M99K 鞋及旅行箱
1798,,8444.0,綠河-KY,M9900,,99B,,M9900 其他,M99B 五金及家具
1799,,8446.0,華研,M3200,,99Z,,M3200 文化創意業,M99ZX 其他服務業
1800,,8450.0,霹靂,M3200,,99H,,M3200 文化創意業,M99H 電視廣播
1801,,8454.0,富邦媒,M2900,,23K,,M2900 貿易百貨,M23K4 電商及XaaS
1802,,8455.0,大拓-KY,M2331,,15A,,M2331 其他電子業,M15A1 工具機
1803,,8462.0,柏文,M2700,,99Z,,M2700 觀光事業,M99ZX 其他服務業
1804,,8463.0,潤泰材,M9900,,11A,,M9900 其他,M11A 水泥製造
1805,,8464.0,億豐,M9900,,99B,,M9900 其他,M99B 五金及家具
1806,,8466.0,美吉吉-KY,M9900,,13B,,M9900 其他,M13B 塑膠製品
1807,,8467.0,波力-KY,M9900,,99Z,,M9900 其他,M99ZC 其他製造業
1808,,8472.0,夠麻吉,M3400,,23K,,M3400 電子商務,M23K4 電商及XaaS
1809,,8473.0,山林水,M9900,,99L,,M9900 其他,M99L2 廢棄物處理
1810,,8476.0,台境,M9900,,99L,,M9900 其他,M99L2 廢棄物處理
1811,,8477.0,創業家,M3400,,23K,,M3400 電子商務,M23K4 電商及XaaS
1812,,8478.0,東哥遊艇,M9900,,22B,,M9900 其他,M22B1 船舶製造
1813,,8480.0,泰昇-KY,M9900,,14F,,M9900 其他,M14F 不織布
1814,,8481.0,政伸,M9900,,99C,,M9900 其他,M99C 印刷
1815,,8482.0,商億-KY,M9900,,99B,,M9900 其他,M99B 五金及家具
1816,,8488.0,吉源-KY,M9900,,20B,,M9900 其他,M20B 金屬製品
1817,,8489.0,三貝德,M9900,,99Z,,M9900 其他,M99ZX 其他服務業
1818,,8499.0,鼎炫-KY,M2331,,23Z,,M2331 其他電子業,M23Z 其他電子
1819,,8905.0,裕國,M9900,,12A,,M9900 其他,M12A 罐頭加工
1820,,8906.0,花王,M9900,,99C,,M9900 其他,M99C 印刷
1821,,8908.0,欣雄,M9700,,99D,,M9700 油電燃氣業,M99D2 天然氣
1822,,8916.0,光隆,M9900,,14Z,,M9900 其他,M14Z 其他紡織
1823,,8917.0,欣泰,M9700,,99D,,M9700 油電燃氣業,M99D2 天然氣
1824,,8921.0,沈氏,M9900,,99C,,M9900 其他,M99C 印刷
1825,,8923.0,時報,M3200,,99F,,M3200 文化創意業,M99F 平媒電子報
1826,,8926.0,台汽電,M9700,,99D,,M9700 油電燃氣業,M99D3 汽電共生
1827,,8927.0,北基,M9700,,99D,,M9700 油電燃氣業,M99D1 加油站
1828,,8928.0,鉅明,M9900,,99Z,,M9900 其他,M99Z2 高爾夫用品
1829,,8929.0,富堡,M9900,,14F,,M9900 其他,M14F 不織布
1830,,8930.0,青鋼,M2000,,20B,,M2000 鋼鐵工業,M20B 金屬製品
1831,,8931.0,大汽電,M9700,,99D,,M9700 油電燃氣業,M99D3 汽電共生
1832,,8932.0,宏大,M9900,,14Z,,M9900 其他,M14Z 其他紡織
1833,,8933.0,愛地雅,M9900,,99Z,,M9900 其他,M99Z1 自行健行車
1834,,8935.0,邦泰,M9900,,13B,,M9900 其他,M13B 塑膠製品
1835,,8936.0,國統,M9900,,20B,,M9900 其他,M20B 金屬製品
1836,,8937.0,合騏,M9900,,22A,,M9900 其他,M22A 汽車製造
1837,,8940.0,新天地,M2700,,27A,,M2700 觀光事業,M27A2 餐飲業
1838,,8941.0,關中,M2900,,99B,,M2900 貿易百貨,M99B 五金及家具
1839,,8942.0,森鉅,M9900,,13A,,M9900 其他,M13A8 塑膠加工
1840,,8996.0,高力,M1500,,20A,,M1500 電機機械,M20A9 金屬加工
1841,,9103.0,美德醫療-DR,W91  ,,17G,,W91   存託憑證,M17G 醫療耗材
1842,,9103.0,2 康師傅-DR,W91  ,,12Z,,W91   存託憑證,M12Z 其他食品
1843,,9105.0,泰金寶-DR,W91  ,,23C,,W91   存託憑證,M23C3 PC週邊
1844,,9108.0,1 神州-DR,W91  ,,23X,,W91   存託憑證,M23X1 系統整合
1845,,9110.0,越南控-DR,W91  ,,22B,,W91   存託憑證,M22B2 機車製造
1846,,9116.0,8 明輝-DR,W91  ,,29B,,W91   存託憑證,M29B 貿易業
1847,,9116.0,2 泰聚亨-DR,W91  ,,20A,,W91   存託憑證,M20A1 線材
1848,,9118.0,8 同方友友-DR,W91  ,,23C,,W91   存託憑證,M23C6C 封裝及應用
1849,,9120.0,0 晨訊科-DR,W91  ,,23E,,W91   存託憑證,M23E1 數據機
1850,,9123.0,8 友佳-DR,W91  ,,15A,,W91   存託憑證,M15A1 工具機
1851,,9136.0,巨騰-DR,W91  ,,23D,,W91   存託憑證,M23D4 機殼
1852,,9188.0,精熙-DR,W91  ,,23U,,W91   存託憑證,M23U1 光學鏡頭
1853,,9802.0,鈺齊-KY,M9900,,99K,,M9900 其他,M99K 鞋及旅行箱
1854,,9902.0,台火,M9900,,99Z,,M9900 其他,M99ZC 其他製造業
1855,,9904.0,寶成,M9900,,99K,,M9900 其他,M99K 鞋及旅行箱
1856,,9905.0,大華,M9900,,20B,,M9900 其他,M20B 金屬製品
1857,,9906.0,欣巴巴,M2500,,25A,,M2500 建材營造,M25A 建設
1858,,9907.0,統一實,M9900,,20B,,M9900 其他,M20B 金屬製品
1859,,9908.0,大台北,M9700,,99D,,M9700 油電燃氣業,M99D2 天然氣
1860,,9911.0,櫻花,M9900,,99B,,M9900 其他,M99B 五金及家具
1861,,9912.0,偉聯,M2325,,23C,,M2325 電腦及週邊,M23C1 顯示器
1862,,9917.0,中保科,M9900,,99I,,M9900 其他,M99I 保全業
1863,,9918.0,欣天然,M9700,,99D,,M9700 油電燃氣業,M99D2 天然氣
1864,,9919.0,康那香,M9900,,14F,,M9900 其他,M14F 不織布
1865,,9924.0,福興,M9900,,99B,,M9900 其他,M99B 五金及家具
1866,,9925.0,新保,M9900,,99I,,M9900 其他,M99I 保全業
1867,,9926.0,新海,M9700,,99D,,M9700 油電燃氣業,M99D2 天然氣
1868,,9927.0,泰銘,M9900,,20A,,M9900 其他,M20A5 鋁鋅
1869,,9928.0,中視,M9900,,99H,,M9900 其他,M99H 電視廣播
1870,,9929.0,秋雨,M9900,,99C,,M9900 其他,M99C 印刷
1871,,9930.0,中聯資源,M9900,,11C,,M9900 其他,M11C 其他水泥
1872,,9931.0,欣高,M9700,,99D,,M9700 油電燃氣業,M99D2 天然氣
1873,,9933.0,中鼎,M9900,,25C,,M9900 其他,M25C 工程承攬
1874,,9934.0,成霖,M9900,,99B,,M9900 其他,M99B 五金及家具
1875,,9935.0,慶豐富,M9900,,99B,,M9900 其他,M99B 五金及家具
1876,,9937.0,全國,M9700,,99D,,M9700 油電燃氣業,M99D1 加油站
1877,,9938.0,百和,M9900,,14Z,,M9900 其他,M14Z 其他紡織
1878,,9939.0,宏全,M9900,,13B,,M9900 其他,M13B 塑膠製品
1879,,9940.0,信義,M9900,,25D,,M9900 其他,M25D 仲介建經
1880,,9942.0,茂順,M9900,,15D,,M9900 其他,M15D 汽車組件
1881,,9943.0,好樂迪,M2700,,27B,,M2700 觀光事業,M27B 觀光遊樂區
1882,,9944.0,新麗,M9900,,14F,,M9900 其他,M14F 不織布
1883,,9946.0,三發地產,M2500,,25A,,M2500 建材營造,M25A 建設
1884,,9949.0,琉園,M3200,,18 ,,M3200 文化創意業,M18 玻璃陶瓷
1885,,9950.0,萬國通,M1300,,99K,,M1300 塑膠工業,M99K 鞋及旅行箱
1886,,9951.0,皇田,M1500,,15D,,M1500 電機機械,M15D 汽車組件
1887,,9955.0,佳龍,M9900,,99L,,M9900 其他,M99L1 貴金屬回收
1888,,9960.0,邁達康,M2900,,29A,,M2900 貿易百貨,M29A9 其他零售
1889,,9962.0,有益,M2000,,20A,,M2000 鋼鐵工業,M20A6 不鏽鋼
