st_code,st_name,交易所產業分類,TEJ產業分類
3224,三顧,M2329 電子通路業,M23T2 零組件代理
3232,昱捷,M2329 電子通路業,M23T2 零組件代理
3312,弘憶股,M2329 電子通路業,M23T2 零組件代理
3360,尚立,M2329 電子通路業,M23T2 零組件代理
3388,崇越電,M2328 電子零組件,M23T2 零組件代理
3444,利機,M2329 電子通路業,M23T2 零組件代理
3494,誠研,M2325 電腦及週邊,M23T1 3C通路
3528,安馳,M2329 電子通路業,M23T2 零組件代理
3537,堡達,M2328 電子零組件,M23T2 零組件代理
3702,大聯大,M2329 電子通路業,M23T2 零組件代理
3709,鑫聯大投控,M2325 電腦及週邊,M23T1 3C通路
5410,國眾,M2330 資訊服務業,M23T1 3C通路
5434,崇越,M2329 電子通路業,M23T2 零組件代理
5452,佶優,M2331 其他電子業,M23TZ 通路
6103,合邦,M2324 半導體,M23TZ 通路
6113,亞矽,M2329 電子通路業,M23T2 零組件代理
6118,建達,M2329 電子通路業,M23T1 3C通路
6123,上奇,M2325 電腦及週邊,M23T1 3C通路
6136,富爾特,M2327 通信網路業,M23TZ 通路
6154,順發,M2329 電子通路業,M23T1 3C通路
6170,統振,M2327 通信網路業,M23TZ 通路
6189,豐藝,M2329 電子通路業,M23T2 零組件代理
6192,巨路,M2331 其他電子業,M23T2 零組件代理
6227,茂綸,M2329 電子通路業,M23T2 零組件代理
6259,百徽,M2328 電子零組件,M23T2 零組件代理
6265,方土昶,M2329 電子通路業,M23T2 零組件代理
6270,倍微,M2329 電子通路業,M23T2 零組件代理
6281,全國電,M2329 電子通路業,M23T1 3C通路
6761,穩得,M2328 電子零組件,M23TZ 通路
6776,展碁國際,M2329 電子通路業,M23T1 3C通路
8032,光菱,M2329 電子通路業,M23T2 零組件代理
8043,蜜望實,M2328 電子零組件,M23T2 零組件代理
8067,志旭,M2329 電子通路業,M23T1 3C通路
8068,全達,M2329 電子通路業,M23T2 零組件代理
8070,長華*,M2329 電子通路業,M23T2 零組件代理
8096,擎亞,M2329 電子通路業,M23T2 零組件代理
8112,至上,M2329 電子通路業,M23T2 零組件代理
2937,集雅社,M2900 貿易百貨,M23T1 3C通路
2374,佳能,M2326 光電業,M23UZ 消費性電子
2415,錩新,M2328 電子零組件,M23U2 音響設備
2439,美律,M2327 通信網路業,M23U2 音響設備
2477,美隆電,M2331 其他電子業,M23U2 音響設備
2488,漢平,M2331 其他電子業,M23U2 音響設備
3008,大立光,M2326 光電業,M23U1 光學鏡頭
3019,亞光,M2326 光電業,M23U1 光學鏡頭
3059,華晶科,M2326 光電業,M23UZ 消費性電子
3067,全域,M2331 其他電子業,M23U2 音響設備
3206,志豐,M2328 電子零組件,M23U2 音響設備
3285,微端,M2331 其他電子業,M23U2 音響設備
3362,先進光,M2326 光電業,M23U1 光學鏡頭
3406,玉晶光,M2326 光電業,M23U1 光學鏡頭
3441,聯一光,M2326 光電業,M23U1 光學鏡頭
3465,進泰電子,M2328 電子零組件,M23U2 音響設備
3630,新鉅科,M2326 光電業,M23U1 光學鏡頭
4976,佳凌,M2326 光電業,M23U1 光學鏡頭
5225,東科-KY,M2331 其他電子業,M23U2 音響設備
6201,亞弘電,M2331 其他電子業,M23U2 音響設備
6209,今國光,M2326 光電業,M23U1 光學鏡頭
6225,天瀚,M2326 光電業,M23UZ 消費性電子
6517,保勝光學,M2326 光電業,M23U1 光學鏡頭
6668,中揚光,M2326 光電業,M23U1 光學鏡頭
6743,安普新,M2331 其他電子業,M23U2 音響設備
6859,伯特光,M2326 光電業,M23U1 光學鏡頭
7402,邑錡,M2326 光電業,M23UZ 消費性電子
2427,三商電,M2330 資訊服務業,M23X1 系統整合
2453,凌群,M2330 資訊服務業,M23X1 系統整合
2468,華經,M2330 資訊服務業,M23X1 系統整合
2471,資通,M2330 資訊服務業,M23X1 系統整合
2480,敦陽科,M2330 資訊服務業,M23X1 系統整合
3029,零壹,M2330 資訊服務業,M23X9 應用軟體
3147,大綜,M2330 資訊服務業,M23X1 系統整合
3570,大塚,M2330 資訊服務業,M23X9 應用軟體
4953,緯軟,M2330 資訊服務業,M23X1 系統整合
4994,傳奇,M2330 資訊服務業,M23X2 遊戲軟體
5201,凱衛,M2330 資訊服務業,M23X1 系統整合
5202,力新,M2330 資訊服務業,M23X9 應用軟體
5203,訊連,M2330 資訊服務業,M23X9 應用軟體
5210,寶碩,M2330 資訊服務業,M23X1 系統整合
5211,蒙恬,M2330 資訊服務業,M23X9 應用軟體
5212,凌網,M2330 資訊服務業,M23X1 系統整合
5310,天剛,M2330 資訊服務業,M23X1 系統整合
5403,中菲,M2330 資訊服務業,M23X1 系統整合
6112,邁達特,M2330 資訊服務業,M23X1 系統整合
6140,訊達,M2330 資訊服務業,M23X1 系統整合
6148,驊宏資,M2330 資訊服務業,M23X1 系統整合
6214,精誠,M2330 資訊服務業,M23X1 系統整合
6218,豪勉,M2327 通信網路業,M23X1 系統整合
6221,晉泰,M2330 資訊服務業,M23X1 系統整合
6231,系微,M2330 資訊服務業,M23X9 應用軟體
6590,普鴻,M2330 資訊服務業,M23X1 系統整合
6690,安碁資訊,M2330 資訊服務業,M23X1 系統整合
6697,東捷資訊,M2330 資訊服務業,M23X1 系統整合
6751,智聯服務,M2330 資訊服務業,M23X1 系統整合
6752,叡揚,M2330 資訊服務業,M23X9 應用軟體
6791,虎門科技,M2330 資訊服務業,M23X9 應用軟體
6865,偉康,M2330 資訊服務業,M23X1 系統整合
6874,倍力,M2330 資訊服務業,M23X9 應用軟體
8099,大世科,M2330 資訊服務業,M23X1 系統整合
8416,實威,M2330 資訊服務業,M23X9 應用軟體
3083,網龍,M3200 文化創意業,M23X2 遊戲軟體
3086,華義,M3200 文化創意業,M23X2 遊戲軟體
3293,鈊象,M3200 文化創意業,M23X2 遊戲軟體
3546,宇峻,M3200 文化創意業,M23X2 遊戲軟體
3629,地心引力,M3200 文化創意業,M23X2 遊戲軟體
4946,辣椒,M3200 文化創意業,M23X2 遊戲軟體
5478,智冠,M3200 文化創意業,M23X2 遊戲軟體
6111,大宇資,M3200 文化創意業,M23X2 遊戲軟體
6144,得利影,M3200 文化創意業,M23X9 應用軟體
6169,昱泉,M3200 文化創意業,M23X2 遊戲軟體
6180,橘子,M3200 文化創意業,M23X2 遊戲軟體
6482,弘煜科,M3200 文化創意業,M23X2 遊戲軟體
6542,隆中,M3200 文化創意業,M23X2 遊戲軟體
3687,歐買尬,M3400 電子商務,M23X2 遊戲軟體
6763,綠界科技,M3400 電子商務,M23X9 應用軟體
5209,新鼎,M9900 其他,M23X1 系統整合
3289,宜特,M2331 其他電子業,M23Z 其他電子
3587,閎康,M2331 其他電子業,M23Z 其他電子
6146,耕興,M2331 其他電子業,M23Z 其他電子
6593,台灣銘板,M2330 資訊服務業,M23Z 其他電子
6830,汎銓,M2331 其他電子業,M23Z 其他電子
6840,東研信超,M2331 其他電子業,M23Z 其他電子
8201,無敵,M2331 其他電子業,M23Z 其他電子
8499,鼎炫-KY,M2331 其他電子業,M23Z 其他電子
5263,智崴,M3200 文化創意業,M23Z 其他電子
5345,天揚,M9900 其他,M23Z 其他電子
2442,新美齊,M2325 電腦及週邊,M25A 建設
1316,上曜,M2500 建材營造,M25A 建設
1436,華友聯,M2500 建材營造,M25A 建設
1438,三地開發,M2500 建材營造,M25A 建設
1442,名軒,M2500 建材營造,M25A 建設
1453,大將,M2500 建材營造,M25A 建設
1456,怡華,M2500 建材營造,M25A 建設
1805,寶徠,M2500 建材營造,M25A 建設
1808,潤隆,M2500 建材營造,M25A 建設
2501,國建,M2500 建材營造,M25A 建設
2505,國揚,M2500 建材營造,M25A 建設
2506,太設,M2500 建材營造,M25A 建設
2509,全坤建,M2500 建材營造,M25A 建設
2511,太子,M2500 建材營造,M25A 建設
2520,冠德,M2500 建材營造,M25A 建設
2524,京城,M2500 建材營造,M25A 建設
2527,宏璟,M2500 建材營造,M25A 建設
2528,皇普,M2500 建材營造,M25A 建設
2530,華建,M2500 建材營造,M25A 建設
2534,宏盛,M2500 建材營造,M25A 建設
2536,宏普,M2500 建材營造,M25A 建設
2537,聯上發,M2500 建材營造,M25A 建設
2538,基泰,M2500 建材營造,M25A 建設
2539,櫻花建,M2500 建材營造,M25A 建設
2540,愛山林,M2500 建材營造,M25A 建設
2542,興富發,M2500 建材營造,M25A 建設
2545,皇翔,M2500 建材營造,M25A 建設
2547,日勝生,M2500 建材營造,M25A 建設
2548,華固,M2500 建材營造,M25A 建設
2596,綠意,M2500 建材營造,M25A 建設
2923,鼎固-KY,M2500 建材營造,M25A 建設
3052,夆典,M2500 建材營造,M25A 建設
3056,總太,M2500 建材營造,M25A 建設
3188,鑫龍騰,M2500 建材營造,M25A 建設
3266,昇陽,M2500 建材營造,M25A 建設
3489,森寶,M2500 建材營造,M25A 建設
3512,皇龍,M2500 建材營造,M25A 建設
4113,聯上,M2500 建材營造,M25A 建設
4416,三圓,M2500 建材營造,M25A 建設
4907,富宇,M2500 建材營造,M25A 建設
5206,坤悅,M2500 建材營造,M25A 建設
5213,亞昕,M2500 建材營造,M25A 建設
5324,士開,M2500 建材營造,M25A 建設
5455,昇益,M2500 建材營造,M25A 建設
5508,永信建,M2500 建材營造,M25A 建設
5512,力麒,M2500 建材營造,M25A 建設
5514,三豐,M2500 建材營造,M25A 建設
5519,隆大,M2500 建材營造,M25A 建設
5522,遠雄,M2500 建材營造,M25A 建設
5523,豐謙,M2500 建材營造,M25A 建設
5525,順天,M2500 建材營造,M25A 建設
5529,鉅陞,M2500 建材營造,M25A 建設
5531,鄉林,M2500 建材營造,M25A 建設
5533,皇鼎,M2500 建材營造,M25A 建設
5534,長虹,M2500 建材營造,M25A 建設
6171,大城地產,M2500 建材營造,M25A 建設
6177,達麗,M2500 建材營造,M25A 建設
6186,新潤,M2500 建材營造,M25A 建設
6212,理銘,M2500 建材營造,M25A 建設
6219,富旺,M2500 建材營造,M25A 建設
6264,富裔,M2500 建材營造,M25A 建設
9906,欣巴巴,M2500 建材營造,M25A 建設
9946,三發地產,M2500 建材營造,M25A 建設
2718,晶悅,M2700 觀光事業,M25A 建設
2348,海悅,M9900 其他,M25A 建設
2514,龍邦,M9900 其他,M25A 建設
9945,潤泰新,M9900 其他,M25A 建設
1472,三洋實業,M1400 紡織纖維,M25B 營造
6122,擎邦,M1500 電機機械,M25B 營造
2515,中工,M2500 建材營造,M25B 營造
2516,新建,M2500 建材營造,M25B 營造
2535,達欣工,M2500 建材營造,M25B 營造
2543,皇昌,M2500 建材營造,M25B 營造
2546,根基,M2500 建材營造,M25B 營造
2597,潤弘,M2500 建材營造,M25B 營造
3703,欣陸,M2500 建材營造,M25B 營造
5511,德昌,M2500 建材營造,M25B 營造
5515,建國,M2500 建材營造,M25B 營造
5516,雙喜,M2500 建材營造,M25B 營造
5521,工信,M2500 建材營造,M25B 營造
8080,永利聯合,M2500 建材營造,M25C 工程承攬
6179,亞通,M9900 其他,M25C 工程承攬
6754,匯僑設計,M9900 其他,M25C 工程承攬
9933,中鼎,M9900 其他,M25C 工程承攬
9940,信義,M9900 其他,M25D 仲介建經
5530,龍巖,M9900 其他,M25E 靈骨塔業
6199,天品,M9900 其他,M25E 靈骨塔業
1437,勤益控,M9900 其他,M25F 物業管理
3040,遠見,M9900 其他,M25F 物業管理
5604,中連,M9900 其他,M25F 物業管理
2603,長榮,M2600 航運業,M26A2 貨櫃輪
2605,新興,M2600 航運業,M26A1 散裝輪
2606,裕民,M2600 航運業,M26A1 散裝輪
2609,陽明,M2600 航運業,M26A2 貨櫃輪
2612,中航,M2600 航運業,M26A1 散裝輪
2615,萬海,M2600 航運業,M26A2 貨櫃輪
2617,台航,M2600 航運業,M26A1 散裝輪
2637,慧洋-KY,M2600 航運業,M26A1 散裝輪
2641,正德,M2600 航運業,M26A1 散裝輪
5608,四維航,M2600 航運業,M26A1 散裝輪
2601,益航,M2900 貿易百貨,M26A1 散裝輪
2633,台灣高鐵,M2600 航運業,M26B2 鐵路運輸
2640,大車隊,M9900 其他,M26B1 汽車陸運
2607,榮運,M2600 航運業,M26C 貨運倉儲業
2608,嘉里大榮,M2600 航運業,M26C 貨運倉儲業
2611,志信,M2600 航運業,M26C 貨運倉儲業
2613,中櫃,M2600 航運業,M26C 貨運倉儲業
2636,台驊投控,M2600 航運業,M26C 貨運倉儲業
2642,宅配通,M2600 航運業,M26C 貨運倉儲業
2643,捷迅,M2600 航運業,M26C 貨運倉儲業
5601,台聯櫃,M2600 航運業,M26C 貨運倉儲業
5603,陸海,M2600 航運業,M26C 貨運倉儲業
5607,遠雄港,M2600 航運業,M26C 貨運倉儲業
5609,中菲行,M2600 航運業,M26C 貨運倉儲業
8367,建新國際,M2600 航運業,M26C 貨運倉儲業
1443,立益物流,M9900 其他,M26C 貨運倉儲業
2904,匯僑,M9900 其他,M26C 貨運倉儲業
2610,華航,M2600 航運業,M26D 空運業
2618,長榮航,M2600 航運業,M26D 空運業
6757,台灣虎航,M2600 航運業,M26D 空運業
2614,東森,M9900 其他,M26E 其他運儲業
4419,元勝,M1400 紡織纖維,M27A2 餐飲業
1259,安心,M2700 觀光事業,M27A2 餐飲業
1268,漢來美食,M2700 觀光事業,M27A2 餐飲業
2701,萬企,M2700 觀光事業,M27A1 飯店業
2702,華園,M2700 觀光事業,M27A1 飯店業
2704,國賓,M2700 觀光事業,M27A1 飯店業
2705,六福,M2700 觀光事業,M27A1 飯店業
2706,第一店,M2700 觀光事業,M27A1 飯店業
2707,晶華,M2700 觀光事業,M27A1 飯店業
2712,遠雄來,M2700 觀光事業,M27A1 飯店業
2722,夏都,M2700 觀光事業,M27A1 飯店業
2723,美食-KY,M2700 觀光事業,M27A2 餐飲業
2724,富驛-KY,M2700 觀光事業,M27A1 飯店業
2726,雅茗-KY,M2700 觀光事業,M27A2 餐飲業
2727,王品,M2700 觀光事業,M27A2 餐飲業
2729,瓦城,M2700 觀光事業,M27A2 餐飲業
2732,六角,M2700 觀光事業,M27A2 餐飲業
2736,富野,M2700 觀光事業,M27A1 飯店業
2739,寒舍,M2700 觀光事業,M27A1 飯店業
2740,天蔥,M2700 觀光事業,M27A2 餐飲業
2748,雲品,M2700 觀光事業,M27A1 飯店業
2752,豆府,M2700 觀光事業,M27A2 餐飲業
2753,八方雲集,M2700 觀光事業,M27A2 餐飲業
2754,亞洲藏壽司,M2700 觀光事業,M27A2 餐飲業
2755,揚秦,M2700 觀光事業,M27A2 餐飲業
2756,聯發國際,M2700 觀光事業,M27A2 餐飲業
3252,海灣,M2700 觀光事業,M27A1 飯店業
3522,御頂,M2700 觀光事業,M27A2 餐飲業
4804,大略-KY,M2700 觀光事業,M27A2 餐飲業
5364,力麗店,M2700 觀光事業,M27A1 飯店業
5701,劍湖山,M2700 觀光事業,M27A1 飯店業
5703,亞都,M2700 觀光事業,M27A1 飯店業
5704,老爺知,M2700 觀光事業,M27A1 飯店業
8077,洛碁,M2700 觀光事業,M27A1 飯店業
8940,新天地,M2700 觀光事業,M27A2 餐飲業
9943,好樂迪,M2700 觀光事業,M27B 觀光遊樂區
5905,南仁湖,M2900 貿易百貨,M27B 觀光遊樂區
2719,燦星旅,M2700 觀光事業,M27C 旅行社
2731,雄獅,M2700 觀光事業,M27C 旅行社
2734,易飛網,M2700 觀光事業,M27C 旅行社
2743,山富,M2700 觀光事業,M27C 旅行社
2745,五福,M2700 觀光事業,M27C 旅行社
5706,鳳凰,M2700 觀光事業,M27C 旅行社
2801,彰銀,M2800 金融業,M28A 本國銀行
2809,京城銀,M2800 金融業,M28A 本國銀行
2812,台中銀,M2800 金融業,M28A 本國銀行
2834,臺企銀,M2800 金融業,M28A 本國銀行
2836,高雄銀,M2800 金融業,M28A 本國銀行
2838,聯邦銀,M2800 金融業,M28A 本國銀行
2845,遠東銀,M2800 金融業,M28A 本國銀行
2849,安泰銀,M2800 金融業,M28A 本國銀行
2897,王道銀行,M2800 金融業,M28A 本國銀行
5863,瑞興銀,M2800 金融業,M28A 本國銀行
5876,上海商銀,M2800 金融業,M28A 本國銀行
2820,華票,M2800 金融業,M28F 票券公司
2867,三商壽,M2800 金融業,M28I 壽險業
5859,遠壽,M2800 金融業,M28I 壽險業
2816,旺旺保,M2800 金融業,M28J 產險業
2832,台產,M2800 金融業,M28J 產險業
2850,新產,M2800 金融業,M28J 產險業
2851,中再保,M2800 金融業,M28J 產險業
2852,第一保,M2800 金融業,M28J 產險業
5871,中租-KY,M9900 其他,M28K 租賃業
6592,和潤企業,M9900 其他,M28K 租賃業
9941,裕融,M9900 其他,M28K 租賃業
2880,華南金,M2800 金融業,M28L 金融控股
2881,富邦金,M2800 金融業,M28L 金融控股
2882,國泰金,M2800 金融業,M28L 金融控股
2883,開發金,M2800 金融業,M28L 金融控股
2884,玉山金,M2800 金融業,M28L 金融控股
2885,元大金,M2800 金融業,M28L 金融控股
2886,兆豐金,M2800 金融業,M28L 金融控股
2887,台新金,M2800 金融業,M28L 金融控股
2888,新光金,M2800 金融業,M28L 金融控股
2889,國票金,M2800 金融業,M28L 金融控股
2890,永豐金,M2800 金融業,M28L 金融控股
2891,中信金,M2800 金融業,M28L 金融控股
2892,第一金,M2800 金融業,M28L 金融控股
5880,合庫金,M2800 金融業,M28L 金融控股
5878,台名,M2800 金融業,M28N 保險經紀
1432,大魯閣,M2900 貿易百貨,M29A1 百貨購物中
2901,欣欣,M2900 貿易百貨,M29A1 百貨購物中
2903,遠百,M2900 貿易百貨,M29A1 百貨購物中
2905,三商,M2900 貿易百貨,M29A9 特殊連鎖
2910,統領,M2900 貿易百貨,M29A1 百貨購物中
2911,麗嬰房,M2900 貿易百貨,M29A9 特殊連鎖
2912,統一超,M2900 貿易百貨,M29A4 便利商店
2915,潤泰全,M2900 貿易百貨,M29A2 量販
2916,滿心,M2900 貿易百貨,M29A9 特殊連鎖
2924,宏太-KY,M2900 貿易百貨,M29A9 其他零售
2929,淘帝-KY,M2900 貿易百貨,M29A1 百貨購物中
2945,三商家購,M2900 貿易百貨,M29A3 超市
2947,振宇五金,M2900 貿易百貨,M29A7 批發
5903,全家,M2900 貿易百貨,M29A4 便利商店
5904,寶雅,M2900 貿易百貨,M29A9 特殊連鎖
5907,大洋-KY,M2900 貿易百貨,M29A1 百貨購物中
6195,詩肯,M2900 貿易百貨,M29A9 特殊連鎖
9960,邁達康,M2900 貿易百貨,M29A9 特殊連鎖
2926,誠品生活,M3200 文化創意業,M29A1 百貨購物中
1416,廣豐,M9900 其他,M29A1 百貨購物中
5301,寶得利,M2700 觀光事業,M29B 貿易業
2906,高林,M2900 貿易百貨,M29B 貿易業
2908,特力,M2900 貿易百貨,M29B 貿易業
2913,農林,M2900 貿易百貨,M29B 貿易業
2939,凱羿-KY,M2900 貿易百貨,M29B 貿易業
5902,德記,M2900 貿易百貨,M29B 貿易業
8433,弘帆,M2900 貿易百貨,M29B 貿易業
2855,統一證,M2800 金融業,M30A 證券
6021,美好證,M2800 金融業,M30A 證券
5864,致和證,M2800 金融業,M30A 證券
6005,群益證,M2800 金融業,M30A 證券
6015,宏遠證,M2800 金融業,M30A 證券
6016,康和證,M2800 金融業,M30A 證券
6020,大展證,M2800 金融業,M30A 證券
6026,福邦證,M2800 金融業,M30C 期貨
6023,元大期,M2800 金融業,M30C 期貨
6024,群益期,M2800 金融業,M99B 五金及家具
8066,來思達,M2900 貿易百貨,M99B 五金及家具
8941,關中,M2900 貿易百貨,M99B 五金及家具
2062,橋椿,M9900 其他,M99B 五金及家具
3557,嘉威,M9900 其他,M99B 五金及家具
4950,牧東,M9900 其他,M99B 五金及家具
6616,特昇-KY,M9900 其他,M99B 五金及家具
6629,泰金-KY,M9900 其他,M99B 五金及家具
6807,峰源-KY,M9900 其他,M99B 五金及家具
8426,紅木-KY,M9900 其他,M99B 五金及家具
8444,綠河-KY,M9900 其他,M99B 五金及家具
8464,億豐,M9900 其他,M99B 五金及家具
8482,商億-KY,M9900 其他,M99B 五金及家具
9911,櫻花,M9900 其他,M99B 五金及家具
9924,福興,M9900 其他,M99B 五金及家具
9934,成霖,M9900 其他,M99B 五金及家具
9935,慶豐富,M9900 其他,M99B 五金及家具
3284,太普高,M9900 其他,M99C 印刷
8401,白紗科,M9900 其他,M99C 印刷
8481,政伸,M9900 其他,M99C 印刷
8906,花王,M9900 其他,M99C 印刷
8921,沈氏,M9900 其他,M99C 印刷
9929,秋雨,M9900 其他,M99C 印刷
2616,山隆,M9700 油電燃氣業,M99D1 加油站
8908,欣雄,M9700 油電燃氣業,M99D2 天然氣
8917,欣泰,M9700 油電燃氣業,M99D2 天然氣
8926,台汽電,M9700 油電燃氣業,M99D3 汽電共生
8927,北基,M9700 油電燃氣業,M99D1 加油站
8931,大汽電,M9700 油電燃氣業,M99D3 汽電共生
9908,大台北,M9700 油電燃氣業,M99D2 天然氣
9918,欣天然,M9700 油電燃氣業,M99D2 天然氣
9926,新海,M9700 油電燃氣業,M99D2 天然氣
9931,欣高,M9700 油電燃氣業,M99D2 天然氣
9937,全國,M9700 油電燃氣業,M99D1 加油站
6806,森崴能源,M9900 其他,M99D4 電廠
6869,雲豹能源,M9900 其他,M99D4 電廠
6596,寬宏藝術,M3200 文化創意業,M99E 廣告業
8923,時報,M3200 文化創意業,M99F 平媒電子報
6240,松崗,M9900 其他,M99F 平媒電子報
6184,大豐電,M9900 其他,M99G 有線電視
6464,台數科,M9900 其他,M99G 有線電視
4806,昇華,M3200 文化創意業,M99H 電視廣播
6101,寬魚國際,M3200 文化創意業,M99H 電視廣播
8450,霹靂,M3200 文化創意業,M99H 電視廣播
8487,愛爾達,M3200 文化創意業,M99H 電視廣播
6625,必應,M9900 其他,M99H 電視廣播
9928,中視,M9900 其他,M99H 電視廣播
9917,中保科,M9900 其他,M99I 保全業
9925,新保,M9900 其他,M99I 保全業
9950,萬國通,M1300 塑膠工業,M99K 鞋及旅行箱
8429,金麗-KY,M2900 貿易百貨,M99K 鞋及旅行箱
8443,阿瘦,M2900 貿易百貨,M99K 鞋及旅行箱
6768,志強-KY,M9900 其他,M99K 鞋及旅行箱
8442,威宏-KY,M9900 其他,M99K 鞋及旅行箱
9802,鈺齊-KY,M9900 其他,M99K 鞋及旅行箱
9904,寶成,M9900 其他,M99K 鞋及旅行箱
9910,豐泰,M9900 其他,M99K 鞋及旅行箱
1785,光洋科,M2331 其他電子業,M99L1 貴金屬回收
3663,鑫科,M2331 其他電子業,M99L1 貴金屬回收
5205,中茂,M2331 其他電子業,M99L2 廢棄物處理
6581,鋼聯,M9900 其他,M99L2 廢棄物處理
6624,萬年清,M9900 其他,M99L2 廢棄物處理
6803,崑鼎,M9900 其他,M99L2 廢棄物處理
8341,日友,M9900 其他,M99L2 廢棄物處理
8390,金益鼎,M9900 其他,M99L1 貴金屬回收
8422,可寧衛,M9900 其他,M99L2 廢棄物處理
8435,鉅邁,M9900 其他,M99L2 廢棄物處理
8438,昶昕,M9900 其他,M99L2 廢棄物處理
8440,綠電,M9900 其他,M99L1 貴金屬回收
8473,山林水,M9900 其他,M99L2 廢棄物處理
8476,台境,M9900 其他,M99L2 廢棄物處理
9955,佳龍,M9900 其他,M99L1 貴金屬回收
4712,南璋,M1200 食品工業,M99ZA3 漁業
8462,柏文,M2700 觀光事業,M99ZX 其他服務業
4807,日成-KY,M2900 貿易百貨,M99ZC 其他製造業
6294,智基,M3200 文化創意業,M99ZX 其他服務業
8446,華研,M3200 文化創意業,M99ZX 其他服務業
1516,川飛,M9900 其他,M99ZC 其他製造業
2443,昶虹,M9900 其他,M99ZC 其他製造業
2496,卓越,M9900 其他,M99ZX 其他服務業
4536,拓凱,M9900 其他,M99ZC 其他製造業
5481,新華,M9900 其他,M99ZX 其他服務業
6655,科定,M9900 其他,M99ZC 其他製造業
6670,復盛應用,M9900 其他,M99Z2 高爾夫用品
6671,三能-KY,M9900 其他,M99ZC 其他製造業
6721,信實,M9900 其他,M99ZX 其他服務業
6804,明係,M9900 其他,M99Z1 自行健行車
8033,雷虎,M9900 其他,M99ZC 其他製造業
8420,明揚,M9900 其他,M99Z2 高爾夫用品
8437,大地-KY,M9900 其他,M99ZX 其他服務業
8467,波力-KY,M9900 其他,M99ZC 其他製造業
8489,三貝德,M9900 其他,M99ZX 其他服務業
8924,大田,M9900 其他,M99Z2 高爾夫用品
8928,鉅明,M9900 其他,M99Z2 高爾夫用品
8933,愛地雅,M9900 其他,M99Z1 自行健行車
8938,明安,M9900 其他,M99Z2 高爾夫用品
9902,台火,M9900 其他,M99ZC 其他製造業
9914,美利達,M9900 其他,M99Z1 自行健行車
9921,巨大,M9900 其他,M99Z1 自行健行車