代號,名稱,月份,預估營收（百萬）,mom,yoy,new_industry_name
2371,大同,2023/02,3556.03,0.0049,0.7362,M1500 電機機械
2373,震旦行,2023/02,994.97,0.0496,0.1146,M2331 其他電子業
2374,佳能,2023/02,245.76,-0.1858,-0.0133,M2326 光電業
2375,凱美,2023/02,411.43,0.4949,-0.0078,M2328 電子零組件
2376,技嘉,2023/02,10088.98,0.2274,0.1341,M2325 電腦及週邊
2377,微星,2023/02,14111.27,0.1482,-0.051,M2325 電腦及週邊
2379,瑞昱,2023/02,6196.61,0.1285,-0.3194,M2324 半導體
2380,虹光,2023/02,131.65,0.0565,-0.2271,M2325 電腦及週邊
2382,廣達,2023/02,83351.19,-0.2161,-0.0809,M2325 電腦及週邊
2383,台光電,2023/02,2365.26,0.0764,-0.1894,M2328 電子零組件
2385,群光,2023/02,6863.31,-0.0318,-0.1744,M2328 電子零組件
2387,精元,2023/02,1331.02,0.0963,-0.2202,M2325 電腦及週邊
2388,威盛,2023/02,726.95,0.3259,0.4026,M2324 半導體
2390,云辰,2023/02,54.66,-0.2315,0.3086,M2331 其他電子業
2392,正崴,2023/02,5459.34,-0.2966,0.0503,M2328 電子零組件
2393,億光,2023/02,1403.78,-0.0054,-0.1257,M2326 光電業
2395,研華,2023/02,5229.84,-0.0728,0.1191,M2325 電腦及週邊
2397,友通,2023/02,1148.72,-0.0512,0.0061,M2325 電腦及週邊
2399,映泰,2023/02,236.68,0.0284,0.1846,M2325 電腦及週邊
2401,凌陽,2023/02,396.4,0.2243,-0.4129,M2324 半導體
2402,毅嘉,2023/02,593.45,-0.0179,0.1421,M2328 電子零組件
2404,漢唐,2023/02,4731.65,0.0504,1.713,M2331 其他電子業
2406,國碩,2023/02,356.87,0.0393,-0.3848,M2326 光電業
2408,南亞科,2023/02,2026.43,-0.0999,-0.685,M2324 半導體
2409,友達,2023/02,16052.41,-0.108,-0.3745,M2326 光電業
2412,中華電,2023/02,17933.48,0.0095,0.0833,M2327 通信網路業
2413,環科,2023/02,439.28,-0.0999,1.2846,M2328 電子零組件
2414,精技,2023/02,1680.02,0.0026,0.1131,M2329 電子通路業
2415,錩新,2023/02,143.05,-0.1523,-0.2901,M2328 電子零組件
2417,圓剛,2023/02,226.5,0.2202,-0.2324,M2325 電腦及週邊
2419,仲琦,2023/02,851.26,-0.1199,0.0179,M2327 通信網路業
2420,新巨,2023/02,152.5,-0.1952,-0.0636,M2328 電子零組件
2421,建準,2023/02,1027.4,0.2298,0.2272,M2328 電子零組件
2423,固緯,2023/02,230.7,0.0778,0.1108,M2331 其他電子業
2424,隴華,2023/02,4.48,-0.7091,2.584,M2325 電腦及週邊
2425,承啟,2023/02,345.16,0.1104,-0.1529,M2325 電腦及週邊
2426,鼎元,2023/02,169.14,0.1189,-0.2128,M2326 光電業
2427,三商電,2023/02,391.95,-0.1901,0.6224,M2330 資訊服務業
2428,興勤,2023/02,557.14,0.0389,0.0177,M2328 電子零組件
2429,銘旺科,2023/02,43.29,0.1975,0.118,M2326 光電業
2430,燦坤,2023/02,1528.68,-0.1447,-0.0847,M2329 電子通路業
2431,聯昌,2023/02,67.99,0.7845,-0.1048,M2328 電子零組件
2433,互盛電,2023/02,227.72,-0.0746,-0.1287,M2331 其他電子業
2434,統懋,2023/02,3.21,-0.4398,-0.4268,M2324 半導體
2436,偉詮電,2023/02,177.97,0.1088,-0.3724,M2324 半導體
2438,翔耀,2023/02,10.23,1.4474,-0.3808,M2326 光電業
2439,美律,2023/02,1935.37,-0.2817,0.3308,M2327 通信網路業
2440,太空梭,2023/02,264.91,0.1278,0.0851,M2328 電子零組件
2441,超豐,2023/02,1000.64,0.1956,-0.2615,M2324 半導體
2442,新美齊,2023/02,9.2,0.011,-0.1837,M2325 電腦及週邊
2444,兆勁,2023/02,152.32,-0.2117,0.3472,M2327 通信網路業
2449,京元電子,2023/02,2497.8,-0.0259,-0.0415,M2324 半導體
2450,神腦,2023/02,2703.34,-0.033,0.2078,M2327 通信網路業
2451,創見,2023/02,804.02,0.0502,-0.2324,M2324 半導體
2453,凌群,2023/02,380.07,-0.4692,0.0083,M2330 資訊服務業
2454,聯發科,2023/02,30309.64,0.3541,-0.2428,M2324 半導體
2455,全新,2023/02,98.24,-0.1229,-0.6258,M2327 通信網路業
2457,飛宏,2023/02,796.68,-0.2627,0.1002,M2328 電子零組件
2458,義隆,2023/02,789.46,-0.0309,-0.2932,M2324 半導體
2459,敦吉,2023/02,515.83,-0.2317,0.1816,M2331 其他電子業
2460,建通,2023/02,185.16,0.4887,-0.1242,M2328 電子零組件
2461,光群雷,2023/02,412.43,-0.1708,-0.0655,M2331 其他電子業
2462,良得電,2023/02,316.06,0.3778,0.0917,M2328 電子零組件
2464,盟立,2023/02,749.46,0.0245,-0.0899,M2331 其他電子業
2465,麗臺,2023/02,209.88,0.0579,-0.4761,M2325 電腦及週邊
2466,冠西電,2023/02,47.28,0.2136,-0.2258,M2326 光電業
2467,志聖,2023/02,315.13,-0.2612,-0.1361,M2328 電子零組件
2468,華經,2023/02,123.54,-0.1498,-0.0647,M2330 資訊服務業
2471,資通,2023/02,61.11,-0.1929,0.1696,M2330 資訊服務業
2472,立隆電,2023/02,690.0,0.1468,-0.0138,M2328 電子零組件
2474,可成,2023/02,1077.56,-0.0874,-0.367,M2331 其他電子業
2476,鉅祥,2023/02,457.52,0.0864,-0.0512,M2328 電子零組件
2477,美隆電,2023/02,57.26,-0.6345,-0.726,M2331 其他電子業
2478,大毅,2023/02,369.32,-0.0012,-0.1451,M2328 電子零組件
2480,敦陽科,2023/02,574.33,-0.0042,0.2193,M2330 資訊服務業
2481,強茂,2023/02,921.96,0.0863,-0.1641,M2324 半導體
2482,連宇,2023/02,159.43,0.0376,6.443,M2331 其他電子業
2483,百容,2023/02,135.61,-0.0209,-0.2197,M2328 電子零組件
2484,希華,2023/02,163.97,-0.2749,-0.3274,M2328 電子零組件
2485,兆赫,2023/02,502.45,-0.1711,0.375,M2327 通信網路業
2486,一詮,2023/02,377.81,0.1798,-0.0098,M2326 光電業
2488,漢平,2023/02,75.04,-0.4557,-0.4122,M2331 其他電子業
2489,瑞軒,2023/02,1113.17,-0.0424,-0.0064,M2326 光電業
2491,吉祥全,2023/02,12.47,0.0289,-0.9455,M2326 光電業
2492,華新科,2023/02,2581.86,0.0886,-0.0871,M2328 電子零組件
2493,揚博,2023/02,273.97,-0.1252,-0.0132,M2328 電子零組件
2495,普安,2023/02,121.85,0.1003,0.9231,M2331 其他電子業
2496,卓越,2023/02,56.97,0.171,0.1456,M9900 其他
2497,怡利電,2023/02,219.76,-0.2069,-0.1988,M2200 汽車工業
2498,宏達電,2023/02,251.29,0.1702,-0.2137,M2327 通信網路業
2501,國建,2023/02,995.3,0.0238,1.7043,M2500 建材營造
2504,國產,2023/02,1534.53,0.0785,0.6004,M2500 建材營造
2505,國揚,2023/02,66.29,-0.3085,-0.7995,M2500 建材營造
2506,太設,2023/02,51.68,-0.2746,0.0078,M2500 建材營造
2509,全坤建,2023/02,17.78,0.0558,0.0901,M2500 建材營造
2511,太子,2023/02,980.36,0.5262,-0.2377,M2500 建材營造
2514,龍邦,2023/02,622.21,0.715,-0.1664,M9900 其他
2515,中工,2023/02,1538.36,-0.0779,0.2888,M2500 建材營造
2516,新建,2023/02,499.5,-0.1811,0.0347,M2500 建材營造
2520,冠德,2023/02,2214.16,1.3456,0.6889,M2500 建材營造
2524,京城,2023/02,55.97,-0.4966,-0.8567,M2500 建材營造
2527,宏璟,2023/02,24.77,-0.1357,0.1937,M2500 建材營造
2528,皇普,2023/02,1147.46,0.708,5.7749,M2500 建材營造
2530,華建,2023/02,1.78,0.7451,1.3421,M2500 建材營造
2534,宏盛,2023/02,321.08,-0.5264,0.1121,M2500 建材營造
2535,達欣工,2023/02,1155.91,-0.2536,-0.2077,M2500 建材營造
2536,宏普,2023/02,14.64,0.0,0.0288,M2500 建材營造
2537,聯上發,2023/02,0.17,-0.9101,-0.9976,M2500 建材營造
2538,基泰,2023/02,30.78,0.2688,0.3698,M2500 建材營造
2539,櫻花建,2023/02,496.27,inf,208.3966,M2500 建材營造
2540,愛山林,2023/02,349.96,0.5429,0.1219,M2500 建材營造
2542,興富發,2023/02,2799.66,0.2546,1.7011,M2500 建材營造
2543,皇昌,2023/02,727.18,0.4759,0.6921,M2500 建材營造
2545,皇翔,2023/02,208.4,-0.1889,-0.592,M2500 建材營造
2546,根基,2023/02,1222.46,0.512,0.8252,M2500 建材營造
2547,日勝生,2023/02,387.89,-0.4935,-0.1043,M2500 建材營造
2548,華固,2023/02,784.83,0.1114,-0.0601,M2500 建材營造
2596,綠意,2023/02,9.29,-0.0901,1.7324,M2500 建材營造
2597,潤弘,2023/02,1545.6,0.169,0.1468,M2500 建材營造
2601,益航,2023/02,437.22,-0.2684,-0.1543,M2900 貿易百貨
2603,長榮,2023/02,18680.18,-0.2882,-0.6622,M2600 航運業
2605,新興,2023/02,314.06,-0.2514,0.3938,M2600 航運業
2606,裕民,2023/02,878.94,0.0085,0.0947,M2600 航運業
2607,榮運,2023/02,990.27,-0.0077,-0.2416,M2600 航運業
2608,嘉里大榮,2023/02,888.91,-0.0092,0.0758,M2600 航運業
2609,陽明,2023/02,11308.55,-0.3088,-0.6599,M2600 航運業
2610,華航,2023/02,12671.12,-0.154,0.1864,M2600 航運業
2611,志信,2023/02,43.91,0.349,-0.2948,M2600 航運業
2612,中航,2023/02,281.29,-0.1859,-0.0666,M2600 航運業
2613,中櫃,2023/02,219.17,-0.139,-0.0341,M2600 航運業
2614,東森,2023/02,409.5,-0.1943,0.0707,M9900 其他
2615,萬海,2023/02,7311.64,-0.23,-0.6912,M2600 航運業
2616,山隆,2023/02,1335.3,-0.1118,0.0034,M9700 油電燃氣業
2617,台航,2023/02,281.05,-0.1145,0.153,M2600 航運業
2618,長榮航,2023/02,12883.12,-0.1513,0.4826,M2600 航運業
2630,亞航,2023/02,331.26,0.056,0.5775,M2600 航運業
2633,台灣高鐵,2023/02,3729.5,-0.1416,0.3238,M2600 航運業
2634,漢翔,2023/02,3191.65,0.1886,0.9498,M2600 航運業
2636,台驊投控,2023/02,977.71,-0.1797,-0.6558,M2600 航運業
2637,慧洋-KY,2023/02,924.1,-0.3069,-0.4309,M2600 航運業
2640,大車隊,2023/02,189.9,-0.1823,0.1073,M9900 其他
2641,正德,2023/02,75.64,-0.0988,-0.3189,M2600 航運業
2642,宅配通,2023/02,307.58,-0.1938,0.002,M2600 航運業
2643,捷迅,2023/02,329.97,0.0407,-0.0606,M2600 航運業
2701,萬企,2023/02,26.65,0.3365,0.3646,M2700 觀光事業
2702,華園,2023/02,100.01,-0.0224,0.3444,M2700 觀光事業
2704,國賓,2023/02,92.28,-0.535,-0.2827,M2700 觀光事業
2705,六福,2023/02,149.57,-0.1925,0.5061,M2700 觀光事業
2706,第一店,2023/02,32.88,0.0837,0.416,M2700 觀光事業
2707,晶華,2023/02,494.39,-0.2357,0.1277,M2700 觀光事業
2712,遠雄來,2023/02,45.01,-0.3972,0.0676,M2700 觀光事業
2718,晶悅,2023/02,7.03,-0.0461,0.8847,M2700 觀光事業
2719,燦星旅,2023/02,41.54,0.4969,12.9396,M2700 觀光事業
2722,夏都,2023/02,57.48,-0.0483,-0.0234,M2700 觀光事業
2723,美食-KY,2023/02,1629.38,-0.0859,0.0448,M2700 觀光事業
2724,富驛-KY,2023/02,2.14,-0.0696,-0.4856,M2700 觀光事業
2726,雅茗-KY,2023/02,53.44,-0.1406,-0.2447,M2700 觀光事業
2727,王品,2023/02,1824.44,0.048,0.1186,M2700 觀光事業
2729,瓦城,2023/02,435.08,-0.0146,-0.0415,M2700 觀光事業
2731,雄獅,2023/02,998.34,-0.103,3.7749,M2700 觀光事業
2732,六角,2023/02,330.45,-0.1068,0.0778,M2700 觀光事業
2734,易飛網,2023/02,104.93,-0.1259,8.9743,M2700 觀光事業
2739,寒舍,2023/02,357.8,-0.2184,0.6103,M2700 觀光事業
2740,天蔥,2023/02,12.08,-0.1766,0.3837,M2700 觀光事業
2743,山富,2023/02,215.41,0.3998,6.3771,M2700 觀光事業
2745,五福,2023/02,212.06,0.0715,28.7837,M2700 觀光事業
2748,雲品,2023/02,200.34,-0.2728,0.2244,M2700 觀光事業
2752,豆府,2023/02,238.88,-0.1857,0.1863,M2700 觀光事業
2754,亞洲藏壽司,2023/02,380.13,-0.1689,0.1875,M2700 觀光事業
2755,揚秦,2023/02,150.97,-0.1373,0.2499,M2700 觀光事業
2801,彰銀,2023/02,2984.1,-0.0718,0.379,M2800 金融業
2809,京城銀,2023/02,1059.41,0.2643,0.8954,M2800 金融業
2812,台中銀,2023/02,1326.7,-0.0047,0.2191,M2800 金融業
2816,旺旺保,2023/02,767.53,-0.0235,0.16,M2800 金融業
2820,華票,2023/02,319.42,0.749,0.2845,M2800 金融業
2832,台產,2023/02,544.24,0.053,0.1192,M2800 金融業
2834,臺企銀,2023/02,2469.6,-0.126,0.1919,M2800 金融業
2836,高雄銀,2023/02,281.01,-0.0814,-0.0115,M2800 金融業
2838,聯邦銀,2023/02,1390.47,-0.0022,0.0695,M2800 金融業
2845,遠東銀,2023/02,953.83,-0.198,0.3606,M2800 金融業
2849,安泰銀,2023/02,543.22,0.2107,0.2181,M2800 金融業
2850,新產,2023/02,1592.19,-0.0349,0.0426,M2800 金融業
2851,中再保,2023/02,1720.58,-0.1099,-0.0762,M2800 金融業
2852,第一保,2023/02,568.93,-0.0039,0.0384,M2800 金融業
2855,統一證,2023/02,503.9,-0.1175,0.1481,M2800 金融業
2867,三商壽,2023/02,6746.74,-0.4203,-0.1676,M2800 金融業
2880,華南金,2023/02,4543.53,0.2015,0.3517,M2800 金融業
2881,富邦金,2023/02,7432.35,-0.5396,-0.8232,M2800 金融業
2882,國泰金,2023/02,13276.7,-0.5027,-0.6271,M2800 金融業
2883,開發金,2023/02,2284.05,-18.4876,-0.8129,M2800 金融業
2884,玉山金,2023/02,3613.65,-0.4239,-0.0579,M2800 金融業
2885,元大金,2023/02,7365.97,0.1537,-0.0392,M2800 金融業
2886,兆豐金,2023/02,5728.42,0.0438,0.2067,M2800 金融業
2887,台新金,2023/02,6316.04,0.2836,0.2292,M2800 金融業
2888,新光金,2023/02,3309.31,-1.8227,-0.6903,M2800 金融業
2889,國票金,2023/02,618.98,0.1233,0.1633,M2800 金融業
2890,永豐金,2023/02,3979.49,-0.0658,0.1487,M2800 金融業
2891,中信金,2023/02,7601.96,3.6761,-0.5559,M2800 金融業
2892,第一金,2023/02,5802.27,0.1259,0.2705,M2800 金融業
2897,王道銀行,2023/02,839.73,-0.0475,0.1001,M2800 金融業
2901,欣欣,2023/02,9.52,0.1724,-0.049,M2900 貿易百貨
2903,遠百,2023/02,2487.25,-0.3275,-0.039,M2900 貿易百貨
2904,匯僑,2023/02,42.79,0.0111,0.2432,M9900 其他
2905,三商,2023/02,866.67,-0.9722,-0.9433,M2900 貿易百貨
2906,高林,2023/02,572.01,-0.1338,0.0696,M2900 貿易百貨
2908,特力,2023/02,2220.72,-0.3459,-0.2175,M2900 貿易百貨
2910,統領,2023/02,37.5,-0.6807,-0.6912,M2900 貿易百貨
2911,麗嬰房,2023/02,242.03,-0.2992,-0.0069,M2900 貿易百貨
2912,統一超,2023/02,23131.93,-0.1308,0.1104,M2900 貿易百貨
2913,農林,2023/02,30.41,-0.1422,-0.003,M2900 貿易百貨
2915,潤泰全,2023/02,197.26,-0.2312,0.1913,M2900 貿易百貨
2916,滿心,2023/02,110.77,-0.533,-0.0287,M2900 貿易百貨
2923,鼎固-KY,2023/02,202.22,-0.9376,-0.9307,M2500 建材營造
2926,誠品生活,2023/02,425.76,-0.2052,0.0711,M3200 文化創意業
2929,淘帝-KY,2023/02,99.58,-0.6284,-0.1627,M2900 貿易百貨
2937,集雅社,2023/02,288.7,-0.1507,0.2924,M2900 貿易百貨
2939,凱羿-KY,2023/02,18.56,-0.0303,-0.0848,M2900 貿易百貨
3002,歐格,2023/02,28.63,-0.4099,-0.4324,M2325 電腦及週邊
3003,健和興,2023/02,335.64,0.014,-0.049,M2328 電子零組件
3004,豐達科,2023/02,225.89,0.0892,0.6728,M2000 鋼鐵工業
3005,神基,2023/02,2593.01,0.0158,0.1344,M2325 電腦及週邊
3006,晶豪科,2023/02,889.85,0.1297,-0.4311,M2324 半導體
3008,大立光,2023/02,2565.34,-0.2137,-0.0166,M2326 光電業
3010,華立,2023/02,4720.8,0.0015,-0.0928,M2329 電子通路業
3011,今皓,2023/02,70.4,-0.1545,-0.4873,M2328 電子零組件
3013,晟銘電,2023/02,531.65,-0.3456,0.8166,M2325 電腦及週邊
3014,聯陽,2023/02,375.67,-0.1451,-0.22,M2324 半導體
3015,全漢,2023/02,1096.08,-0.0039,0.119,M2328 電子零組件
3016,嘉晶,2023/02,345.07,-0.2285,-0.2897,M2324 半導體
3017,奇鋐,2023/02,4257.92,0.5149,0.0518,M2325 電腦及週邊
3019,亞光,2023/02,1212.09,0.124,0.0913,M2326 光電業
3021,鴻名,2023/02,253.89,0.0885,-0.1142,M2328 電子零組件
3022,威強電,2023/02,722.84,0.084,0.5333,M2325 電腦及週邊
3023,信邦,2023/02,2858.52,0.037,0.3388,M2328 電子零組件
3024,憶聲,2023/02,143.59,0.1703,0.5659,M2326 光電業
3025,星通,2023/02,30.66,0.1483,0.837,M2327 通信網路業
3026,禾伸堂,2023/02,1283.88,0.2499,0.0494,M2328 電子零組件
3027,盛達,2023/02,137.5,1.3797,1.2035,M2327 通信網路業
3028,增你強,2023/02,2480.65,0.2643,-0.2643,M2329 電子通路業
3029,零壹,2023/02,1335.29,0.0794,0.2597,M2330 資訊服務業
3030,德律,2023/02,285.69,0.1197,-0.4319,M2331 其他電子業
3031,佰鴻,2023/02,111.03,0.8428,0.4755,M2326 光電業
3032,偉訓,2023/02,540.8,0.0512,0.269,M2328 電子零組件
3033,威健,2023/02,5912.82,0.0453,0.2404,M2329 電子通路業
3034,聯詠,2023/02,7641.45,0.0579,-0.3483,M2324 半導體
3035,智原,2023/02,1077.25,0.0021,0.0253,M2324 半導體
3036,文曄,2023/02,32119.08,-0.4342,-0.0118,M2329 電子通路業
3037,欣興,2023/02,8071.85,-0.2421,-0.1551,M2328 電子零組件
3038,全台,2023/02,367.5,0.016,0.2789,M2326 光電業
3040,遠見,2023/02,11.88,-0.1379,-0.0092,M9900 其他
3041,揚智,2023/02,165.54,1.0212,-0.3488,M2324 半導體
3042,晶技,2023/02,812.13,0.1111,-0.1389,M2328 電子零組件
3043,科風,2023/02,92.95,-0.2925,0.8183,M2331 其他電子業
3044,健鼎,2023/02,4643.87,-0.0038,-0.1207,M2328 電子零組件
3045,台灣大,2023/02,13735.48,-0.0729,0.1185,M2327 通信網路業
3046,建碁,2023/02,471.1,1.206,1.0262,M2325 電腦及週邊
3047,訊舟,2023/02,358.6,-0.0625,-0.0338,M2327 通信網路業
3048,益登,2023/02,7541.94,-0.069,0.0276,M2329 電子通路業
3049,和鑫,2023/02,106.99,0.24,-0.4176,M2326 光電業
3050,鈺德,2023/02,90.0,0.0777,0.1346,M2326 光電業
3051,力特,2023/02,152.64,0.0797,-0.3267,M2326 光電業
3052,夆典,2023/02,186.65,-0.3609,0.1457,M2500 建材營造
3054,立萬利,2023/02,3.69,0.0027,1.9758,M2324 半導體
3055,蔚華科,2023/02,116.98,0.1835,0.1318,M2329 電子通路業
3056,總太,2023/02,92.93,3.9091,20.7126,M2500 建材營造
3057,喬鼎,2023/02,38.35,-0.0078,-0.468,M2325 電腦及週邊
3058,立德,2023/02,275.12,-0.0648,0.0451,M2328 電子零組件
3059,華晶科,2023/02,723.74,-0.0777,-0.3129,M2326 光電業
3060,銘異,2023/02,180.01,0.011,-0.3611,M2325 電腦及週邊
3062,建漢,2023/02,328.98,0.3061,0.4936,M2327 通信網路業
3064,泰偉,2023/02,6.39,-0.0832,-0.1829,M3200 文化創意業
3066,李洲,2023/02,12.3,-0.0097,-0.1517,M2326 光電業
3067,全域,2023/02,3.35,-0.7839,0.5802,M2331 其他電子業
3071,協禧,2023/02,200.5,0.0605,0.0252,M2325 電腦及週邊
3073,天方能源,2023/02,2.54,-0.1056,-0.1753,M2324 半導體
3078,僑威,2023/02,730.16,0.429,0.9011,M2328 電子零組件
3081,聯亞,2023/02,94.93,-0.0709,-0.3677,M2327 通信網路業
3083,網龍,2023/02,24.51,-0.4117,-0.0817,M3200 文化創意業
3085,新零售,2023/02,6.76,0.0713,-0.43,M3400 電子商務
3086,華義,2023/02,9.07,-0.0735,-0.3969,M3200 文化創意業
3088,艾訊,2023/02,515.81,0.2605,0.4714,M2325 電腦及週邊
3089,億杰,2023/02,2.01,0.6341,-0.8365,M2328 電子零組件
3090,日電貿,2023/02,821.9,-0.0454,-0.0285,M2328 電子零組件
3092,鴻碩,2023/02,157.07,-0.054,-0.4104,M2328 電子零組件
3094,聯傑,2023/02,24.67,0.1878,0.1598,M2324 半導體
3095,及成,2023/02,33.08,0.3029,0.1302,M2327 通信網路業
3105,穩懋,2023/02,857.65,-0.017,-0.5208,M2324 半導體
3114,好德,2023/02,182.4,-0.1974,-0.1635,M2328 電子零組件
3118,進階,2023/02,46.78,-0.4541,0.8697,M1722 生技醫療
3122,笙泉,2023/02,23.97,-0.2883,-0.4054,M2324 半導體
3128,昇銳,2023/02,60.86,-0.4391,-0.1231,M2326 光電業
3130,一零四,2023/02,179.15,0.2326,0.1534,M2330 資訊服務業
3131,弘塑,2023/02,250.08,-0.071,-0.1648,M2331 其他電子業
3138,耀登,2023/02,113.11,-0.3283,0.0599,M2327 通信網路業
3141,晶宏,2023/02,179.85,-0.0605,-0.1939,M2324 半導體
3147,大綜,2023/02,227.24,-0.1563,-0.0305,M2330 資訊服務業
3149,正達,2023/02,111.03,-0.0332,-0.079,M2326 光電業
3152,璟德,2023/02,105.06,0.043,-0.1101,M2327 通信網路業
3162,精確,2023/02,399.47,0.9388,4.2417,M1500 電機機械
3163,波若威,2023/02,189.66,-0.0183,-0.0207,M2327 通信網路業
3164,景岳,2023/02,18.16,-0.2518,0.054,M1722 生技醫療
3167,大量,2023/02,68.82,-0.3866,-0.6766,M1500 電機機械
3169,亞信,2023/02,61.02,-0.0015,-0.4112,M2324 半導體
3171,新洲,2023/02,117.12,0.0871,-0.0174,M2900 貿易百貨
3176,基亞,2023/02,51.46,-0.1372,0.0993,M1722 生技醫療
3178,公準,2023/02,145.45,-0.0053,0.8019,M1500 電機機械
3188,鑫龍騰,2023/02,7.69,-0.9253,-0.5398,M2324 半導體
3189,景碩,2023/02,2109.8,-0.006,-0.275,M2324 半導體
3191,和進,2023/02,18.58,-0.1858,0.6649,M2328 電子零組件
3202,樺晟,2023/02,325.24,-0.0291,0.291,M2328 電子零組件
3205,佰研,2023/02,33.63,-0.028,-0.1955,M1722 生技醫療
3206,志豐,2023/02,183.0,-0.2933,-0.0886,M2328 電子零組件
3207,耀勝,2023/02,120.92,0.0863,0.7111,M2328 電子零組件
3209,全科,2023/02,2554.73,-0.5036,-0.3396,M2329 電子通路業
3211,順達,2023/02,1092.14,-0.0929,-0.218,M2325 電腦及週邊
3213,茂訊,2023/02,254.27,0.4124,0.3779,M2325 電腦及週邊
3217,優群,2023/02,177.99,-0.1022,-0.2286,M2328 電子零組件
3218,大學光,2023/02,327.71,-0.0154,0.3194,M1722 生技醫療
3221,台嘉碩,2023/02,156.11,-0.2622,-0.2969,M2327 通信網路業
3224,三顧,2023/02,120.34,-0.1211,-0.1804,M2329 電子通路業
3226,至寶電,2023/02,132.9,0.166,-0.301,M1500 電機機械
3227,原相,2023/02,357.36,0.1604,-0.1322,M2324 半導體
3228,金麗科,2023/02,29.5,0.5349,-0.6056,M2324 半導體
3229,晟鈦,2023/02,85.57,0.3667,2.3916,M2328 電子零組件
3230,錦明,2023/02,52.75,0.4548,-0.3603,M2326 光電業
3231,緯創,2023/02,62066.82,0.1292,-0.0397,M2325 電腦及週邊
3232,昱捷,2023/02,111.35,0.1321,0.084,M2329 電子通路業
3234,光環,2023/02,37.38,-0.2004,-0.5884,M2327 通信網路業
3236,千如,2023/02,191.53,-0.0925,0.0582,M2328 電子零組件
3252,海灣,2023/02,47.59,0.1224,-0.0871,M2700 觀光事業
3257,虹冠電,2023/02,50.49,0.1029,-0.0249,M2324 半導體
3259,鑫創,2023/02,23.8,-0.3823,-0.3169,M2324 半導體
3260,威剛,2023/02,2493.04,0.145,-0.2174,M2324 半導體
3264,欣銓,2023/02,1055.43,-0.0831,0.0978,M2324 半導體
3265,台星科,2023/02,273.15,-0.0138,-0.1096,M2324 半導體
