,,,,,,,,,,,,,
204,4549,桓達,2023/06,347.6,7.36,0,1,2,0,3,1,M1500 電機機械,M15H 儀器設備
205,5474,聰泰,2023/06,293.4,7.36,1,0,2,1,3,0,M2325 電腦及週邊,M23B4B 電視卡
206,6257,矽格,2023/06,4136.6,7.36,0,1,2,0,3,2,M2324 半導體,M23G2 IC封測
207,2303,聯電,2023/06,67835.7,7.32,0,1,4,0,1,1,M2324 半導體,M23G1A 晶圓代工
208,3217,優群,2023/06,621.5,7.28,1,0,1,1,4,0,M2328 電子零組件,M23D2 連接器
209,4721,美琪瑪,2023/06,1001.8,7.26,0,1,1,0,4,2,M1721 化學工業,M17Z 其他化學
210,3374,精材,2023/06,1799.4,7.23,0,1,2,0,3,1,M2324 半導體,M23G2 IC封測
211,5371,中光電,2023/06,11171.2,7.22,1,0,3,2,2,0,M2326 光電業,M23C8B 背光模組
212,3026,禾伸堂,2023/06,3299.5,7.18,0,1,1,0,4,3,M2328 電子零組件,M23D5 被動元件
213,1339,昭輝,2023/07,501.9,7.17,1,0,4,2,1,0,M2200 汽車工業,M15D 汽車組件
214,3265,台星科,2023/07,890,7.16,0,1,2,0,3,2,M2324 半導體,M23G2 IC封測
215,2065,世豐,2023/07,682.9,7.12,1,0,4,2,1,0,M2000 鋼鐵工業,M20A1 線材
216,6412,群電,2023/07,9501.4,7.09,0,1,3,0,2,1,M2328 電子零組件,M23D3 電源供應器
217,5425,台半,2023/07,4004.8,7.08,0,1,4,0,1,1,M2324 半導體,M23D1 整流二極體
218,4571,鈞興-KY,2023/07,598.6,7.08,1,0,2,2,3,0,M1500 電機機械,M15D 汽車組件
219,1723,中碳,2023/07,2236.1,7.07,0,1,1,0,4,2,M1721 化學工業,M17Z 其他化學
220,2439,美律,2023/07,10381,7.07,0,1,3,0,2,1,M2327 通信網路業,M23U2 聲學產品
221,6261,久元,2023/07,930.5,7.04,0,1,1,0,4,2,M2324 半導體,M23G2 IC封測
222,3141,晶宏,2023/07,398.2,7.02,0,1,2,0,3,2,M2324 半導體,M23G5 IC設計
223,6263,普萊德,2023/07,504.3,6.99,1,0,3,1,2,0,M2327 通信網路業,M23E2 網路卡
224,3580,友威科,2023/07,308.2,6.98,0,1,2,0,3,1,M2331 其他電子業,M23H2 電機設備
225,2382,廣達,2023/07,327216.7,6.95,0,1,3,0,2,1,M2325 電腦及週邊,M23A1 EMS
226,3527,聚積,2023/07,493.4,6.88,0,1,2,0,3,2,M2324 半導體,M23G5 IC設計
227,8080,永利聯合,2023/07,120.7,6.88,0,1,2,0,3,2,M2328 電子零組件,M25C 工程承攬
228,2480,敦陽科,2023/07,1858.4,6.83,1,0,4,3,1,0,M2330 資訊服務業,M23X1 系統整合
229,8097,常珵,2023/07,298.1,6.82,0,1,2,0,3,2,M2327 通信網路業,M23D2 連接器
230,4171,瑞基,2023/07,85.3,6.81,0,1,1,0,4,2,M3300 農業科技,M17G 醫療耗材
231,1583,程泰,2023/07,1531.8,6.8,0,1,3,0,2,1,M1500 電機機械,M15A1 工具機
232,5469,瀚宇博,2023/07,11127.2,6.79,0,1,2,0,3,1,M2328 電子零組件,M23B2D 硬板及其他
233,6230,尼得科超眾,2023/07,3513.4,6.77,1,0,3,2,2,0,M2325 電腦及週邊,M23D9B 散熱零組件
234,2313,華通,2023/07,20845.7,6.75,0,1,2,0,3,1,M2328 電子零組件,M23B2D 硬板及其他
235,4566,時碩工業,2023/07,1211,6.75,0,1,3,0,2,1,M1500 電機機械,M15D 汽車組件
236,3551,世禾,2023/07,608.6,6.71,0,1,3,0,2,1,M2331 其他電子業,M23H2 電機設備
237,5903,全家,2023/07,23540.4,6.68,0,1,3,0,2,1,M2900 貿易百貨,M29A4 便利商店
238,5608,四維航,2023/07,1299.2,6.67,0,1,2,0,3,2,M2600 航運業,M26A1 散裝輪
239,3169,亞信,2023/07,307.5,6.66,1,0,2,1,3,0,M2324 半導體,M23G5 IC設計
240,3088,艾訊,2023/07,1815.4,6.65,1,0,2,1,3,0,M2325 電腦及週邊,M23B5B 工業電腦
241,3702,大聯大,2023/07,177362.3,6.62,1,0,2,1,3,0,M2329 電子通路業,M23T2 零組件代理
242,3003,健和興,2023/07,1105.2,6.61,0,1,3,0,2,1,M2328 電子零組件,M23D2 連接器
243,2459,敦吉,2023/07,2045.2,6.6,1,0,4,3,1,0,M2331 其他電子業,M23T2 零組件代理
244,8234,新漢,2023/08,2136.1,6.59,0,1,3,0,2,1,M2325 電腦及週邊,M23B5B 工業電腦
245,6672,騰輝電子-KY,2023/08,1217.9,6.51,1,0,1,1,4,0,M2328 電子零組件,M23B3A 銅箔基板
246,3227,原相,2023/08,1020.9,6.5,0,1,1,0,4,2,M2324 半導體,M23G5 IC設計
247,6187,萬潤,2023/08,290.2,6.46,0,1,2,0,3,2,M2331 其他電子業,M23H2 電機設備
248,5478,智冠,2023/08,1641.1,6.44,0,1,3,0,2,1,M3200 文化創意業,M23X2 遊戲軟體
249,3388,崇越電,2023/08,1783.9,6.44,0,1,1,0,4,2,M2328 電子零組件,M23T2 零組件代理
250,3483,力致,2023/08,1704.6,6.43,0,1,1,0,4,3,M2325 電腦及週邊,M23D9B 散熱零組件
251,8255,朋程,2023/08,1145.8,6.43,1,0,4,2,1,0,M1500 電機機械,M15D 汽車組件
252,6486,互動,2023/08,884.5,6.43,1,0,3,1,2,0,M2327 通信網路業,M23K1 網通工程
253,2027,大成鋼,2023/08,23986.5,6.41,0,1,2,0,3,2,M2000 鋼鐵工業,M20A6 不鏽鋼
254,3501,維熹,2023/08,1474.2,6.39,0,1,2,0,3,1,M2328 電子零組件,M23D2 連接器
255,6281,全國電,2023/08,4461.3,6.38,0,1,2,0,3,1,M2329 電子通路業,M23T1 3C通路
256,5403,中菲,2023/08,1287.1,6.38,1,0,3,1,2,0,M2330 資訊服務業,M23X1 系統整合
257,1605,華新,2023/08,43176.2,6.35,0,1,3,0,2,2,M1600 電器電纜,M16 電線
258,3416,融程電,2023/08,700.7,6.35,0,1,2,0,3,1,M2325 電腦及週邊,M23B5B 工業電腦
259,4987,科誠,2023/08,323.2,6.33,1,0,3,2,2,0,M2325 電腦及週邊,M23B5A POS
260,2451,創見,2023/08,2600,6.33,0,1,2,0,3,1,M2324 半導體,M23G3B 記憶體模組
261,6419,京晨科,2023/08,37.4,6.31,1,0,3,1,2,0,M2326 光電業,M23C9 安全監控
262,3541,西柏,2023/08,424,6.31,0,1,2,0,3,2,M2331 其他電子業,M23C3 PC週邊
263,1526,日馳,2023/08,478.7,6.3,0,1,3,0,2,1,M1500 電機機械,M15E 自行車組件
264,4915,致伸,2023/08,18723.7,6.3,0,1,3,0,2,1,M2328 電子零組件,M23C3 PC週邊
265,6203,海韻電,2023/08,698.2,6.29,1,0,3,3,2,0,M2328 電子零組件,M23D3 電源供應器
266,3163,波若威,2023/08,775.2,6.26,1,0,4,1,1,0,M2327 通信網路業,M23K6 光元件模組
267,5464,霖宏,2023/08,316.8,6.25,1,0,3,1,2,0,M2328 電子零組件,M23B2D 硬板及其他
268,6277,宏正,2023/08,1512.5,6.19,1,0,4,3,1,0,M2325 電腦及週邊,M23C3 PC週邊
269,2211,長榮鋼,2023/08,2241.8,6.17,1,0,4,3,1,0,M2000 鋼鐵工業,M20A2 鋼筋
270,2228,劍麟,2023/08,1061.6,6.12,0,1,2,0,3,1,M2200 汽車工業,M15D 汽車組件
271,1708,東鹼,2023/08,1894.2,6.08,0,1,3,0,2,1,M1721 化學工業,M17Z 其他化學
272,1527,鑽全,2023/08,706.9,6.02,1,0,2,1,3,0,M1500 電機機械,M15A1 工具機
273,3546,宇峻,2023/08,367.7,5.99,1,0,2,1,3,0,M3200 文化創意業,M23X2 遊戲軟體
274,4572,駐龍,2023/08,170.1,5.94,1,0,3,1,2,0,M1500 電機機械,M22B3 航空器製造
275,8112,至上,2023/09,35719.2,5.93,0,1,2,0,3,1,M2329 電子通路業,M23T2 零組件代理
276,3211,順達,2023/09,5554.3,5.9,1,0,3,2,2,0,M2325 電腦及週邊,M23D7 二次電池
277,2754,亞洲藏壽司,2023/09,1018.3,5.9,0,1,3,0,2,1,M2700 觀光事業,M27A2 餐飲業
278,3006,晶豪科,2023/09,2666.8,5.89,0,1,1,0,4,2,M2324 半導體,M23G5 IC設計
279,2755,揚秦,2023/09,495.2,5.88,0,1,3,0,2,2,M2700 觀光事業,M27A2 餐飲業
280,2375,凱美,2023/09,1276.6,5.87,0,1,2,0,3,1,M2328 電子零組件,M23D5 被動元件
281,2301,光寶科,2023/09,43095.2,5.87,0,1,2,0,3,1,M2325 電腦及週邊,M23C3 PC週邊
282,2729,瓦城,2023/09,1229.5,5.87,0,1,2,0,3,1,M2700 觀光事業,M27A2 餐飲業
283,1341,富林-KY,2023/09,728.1,5.86,1,0,3,1,2,0,M1300 塑膠工業,M13A6 合成皮
284,2732,六角,2023/09,1045.4,5.85,0,1,3,0,2,1,M2700 觀光事業,M27A2 餐飲業
285,3289,宜特,2023/09,981.8,5.84,1,0,5,5,0,0,M2331 其他電子業,M23Z 其他電子
286,8289,泰藝,2023/09,520.6,5.84,0,1,3,0,2,1,M2328 電子零組件,M23D6 石英元件
287,6202,盛群,2023/09,1085.3,5.83,0,1,1,0,4,3,M2324 半導體,M23G5 IC設計
288,1595,川寶,2023/09,377.1,5.82,1,0,2,1,3,0,M2328 電子零組件,M23H2 電機設備
289,8183,精星,2023/09,1878.2,5.81,0,1,3,0,2,1,M2331 其他電子業,M23B2B PCB 組裝
290,2235,謚源,2023/09,147.2,5.8,0,1,3,0,2,1,M1500 電機機械,M15D 汽車組件
291,6104,創惟,2023/09,577.8,5.8,1,0,3,1,2,0,M2324 半導體,M23G5 IC設計
292,3684,榮昌,2023/09,309.3,5.79,1,0,4,3,1,0,M2327 通信網路業,M23K2 衛星微波
293,8446,華研,2023/09,255.3,5.69,1,0,3,2,2,0,M3200 文化創意業,M99ZX 其他服務業
294,2449,京元電子,2023/09,8849.6,5.68,0,1,2,0,3,2,M2324 半導體,M23G2 IC封測
295,6609,瀧澤科,2023/09,1057.1,5.65,1,0,3,1,2,0,M1500 電機機械,M15A1 工具機
296,6548,長科*,2023/09,3338.3,5.64,0,1,2,0,3,2,M2324 半導體,M23G4 IC導線架
297,2606,裕民,2023/09,3113.1,5.63,0,1,2,0,3,1,M2600 航運業,M26A1 散裝輪
298,4942,嘉彰,2023/09,1593.6,5.61,0,1,1,0,4,4,M2326 光電業,M23D9A 沖壓零組件
299,2351,順德,2023/09,2844.5,5.6,0,1,2,0,3,1,M2324 半導體,M23G4 IC導線架
300,4568,科際精密,2023/09,232.2,5.58,0,1,1,0,4,2,M1500 電機機械,M15Z 其他電製品
301,4977,眾達-KY,2023/09,916.5,5.56,1,0,3,2,2,0,M2327 通信網路業,M23K6 光元件模組
302,3209,全科,2023/09,15184.5,5.56,0,1,2,0,3,1,M2329 電子通路業,M23T2 零組件代理
303,6191,精成科,2023/09,5885.7,5.54,1,0,2,1,3,0,M2328 電子零組件,M23B2B PCB 組裝
304,2337,旺宏,2023/09,9077.9,5.54,0,1,2,0,3,1,M2324 半導體,M23G1B 記憶體製造
305,2441,超豐,2023/10,3038.2,5.53,0,1,1,0,4,2,M2324 半導體,M23G2 IC封測
306,6411,晶焱,2023/10,386.6,5.51,1,0,3,1,2,0,M2324 半導體,M23G5 IC設計
307,4927,泰鼎-KY,2023/10,3590.9,5.49,1,0,2,1,3,0,M2328 電子零組件,M23B2D 硬板及其他
308,2373,震旦行,2023/10,3196.5,5.48,0,1,2,0,3,1,M2331 其他電子業,M23T1 3C通路
309,6123,上奇,2023/10,1374.7,5.45,1,0,3,2,2,0,M2325 電腦及週邊,M23T1 3C通路
310,4952,凌通,2023/10,489.4,5.44,0,1,2,0,3,2,M2324 半導體,M23G5 IC設計
311,6568,宏觀,2023/10,465.8,5.41,1,0,3,1,2,0,M2324 半導體,M23G5 IC設計
312,2063,世鎧,2023/10,368.3,5.38,1,0,3,3,2,0,M2000 鋼鐵工業,M20A1 線材
313,3444,利機,2023/10,237.6,5.36,0,1,4,0,1,1,M2329 電子通路業,M23T2 零組件代理
314,5215,科嘉-KY,2023/10,486.8,5.36,1,0,2,1,3,0,M2325 電腦及週邊,M23D9D 其他零組件
315,9951,皇田,2023/10,1439.7,5.32,1,0,2,2,3,0,M1500 電機機械,M15D 汽車組件
316,6442,光聖,2023/10,587.6,5.32,0,1,3,0,2,1,M2327 通信網路業,M23K6 光元件模組
317,8213,志超,2023/10,4657,5.29,1,0,1,1,4,0,M2328 電子零組件,M23B2D 硬板及其他
318,5223,安力-KY,2023/10,403.7,5.28,0,1,2,0,3,1,M2325 電腦及週邊,M23D9A 沖壓零組件
319,8271,宇瞻,2023/10,2135.5,5.27,0,1,1,0,4,1,M2324 半導體,M23G3B 記憶體模組
320,6143,振曜,2023/10,2241.6,5.27,1,0,3,2,2,0,M2327 通信網路業,M23C3 PC週邊
321,2006,東和鋼鐵,2023/10,14307.7,5.26,0,1,2,0,3,3,M2000 鋼鐵工業,M20A2 鋼筋
322,3402,漢科,2023/10,1152.9,5.25,1,0,2,1,3,0,M2331 其他電子業,M23H1 廠辦機電
323,1541,錩泰,2023/10,657.7,5.22,1,0,2,1,3,0,M1500 電機機械,M15A1 工具機
324,6139,亞翔,2023/10,10944,5.19,1,0,4,3,1,0,M2331 其他電子業,M23H1 廠辦機電
325,6532,瑞耘,2023/10,195.1,5.19,0,1,3,0,2,1,M2324 半導體,M23H2 電機設備
326,3556,禾瑞亞,2023/10,259.7,5.18,1,0,2,1,3,0,M2324 半導體,M23G5 IC設計
327,6577,勁豐,2023/10,485.3,5.18,1,0,2,1,3,0,M2325 電腦及週邊,M23B5B 工業電腦
328,2392,正崴,2023/10,27901.9,5.16,1,0,3,2,2,0,M2328 電子零組件,M23D2 連接器
329,2408,南亞科,2023/10,7953.6,5.15,0,1,0,0,5,5,M2324 半導體,M23G1B 記憶體製造
330,8131,福懋科,2023/10,2500.9,5.14,1,0,4,2,1,0,M2324 半導體,M23G2 IC封測
331,3484,崧騰,2023/10,1127,5.11,0,1,1,0,4,1,M2328 電子零組件,M23D2 連接器
332,2727,王品,2023/10,5000.6,5.11,1,0,3,2,2,0,M2700 觀光事業,M27A2 餐飲業
333,2015,豐興,2023/10,8959.5,5.11,0,1,2,0,3,2,M2000 鋼鐵工業,M20A2 鋼筋
334,6284,佳邦,2023/10,1507.5,5.1,0,1,2,0,3,1,M2328 電子零組件,M23D5 被動元件
335,2493,揚博,2023/10,864.3,5.1,1,0,4,1,1,0,M2328 電子零組件,M23H2 電機設備
336,4506,崇友,2023/11,1226.1,5.08,1,0,3,3,2,0,M1500 電機機械,M15B1 電機
337,6290,良維,2023/11,1851.9,5.07,0,1,2,0,3,1,M2328 電子零組件,M23D2 連接器
338,6667,信紘科,2023/11,587.6,5.05,0,1,2,0,3,1,M2331 其他電子業,M23H1 廠辦機電
339,4938,和碩,2023/11,358029.7,5.05,0,1,2,0,3,1,M2325 電腦及週邊,M23A1 EMS
340,6213,聯茂,2023/11,6857.8,5.03,1,0,1,1,4,0,M2328 電子零組件,M23B3A 銅箔基板
341,3226,至寶電,2023/11,370.1,5.01,1,0,2,1,3,0,M1500 電機機械,M15D 汽車組件
342,4995,晶達,2023/11,328.5,5.01,1,0,3,1,2,0,M2326 光電業,M23C1 顯示器
343,2397,友通,2023/11,4340.6,5.01,1,0,3,3,2,0,M2325 電腦及週邊,M23B5B 工業電腦
344,2478,大毅,2023/11,1164.9,5,1,0,1,1,4,0,M2328 電子零組件,M23D5 被動元件
345,2484,希華,2023/11,673.7,4.99,0,1,3,0,2,1,M2328 電子零組件,M23D6 石英元件
346,6538,倉和,2023/11,372.8,4.98,1,0,2,1,3,0,M2328 電子零組件,M23C7F 其他太陽能
347,2476,鉅祥,2023/11,1719,4.97,0,1,2,0,3,1,M2328 電子零組件,M23D9A 沖壓零組件
348,5225,東科-KY,2023/11,2721.6,4.96,0,1,2,0,3,2,M2331 其他電子業,M23U2 聲學產品
349,5457,宣德,2023/11,4449.5,4.96,0,1,2,0,3,1,M2328 電子零組件,M23D2 連接器
350,3537,堡達,2023/11,680.5,4.95,1,0,2,1,3,0,M2328 電子零組件,M23T2 零組件代理
351,4739,康普,2023/11,1614.4,4.95,0,1,2,0,3,2,M1721 化學工業,M17Z 其他化學
352,8032,光菱,2023/11,852.4,4.94,0,1,3,0,2,1,M2329 電子通路業,M23T2 零組件代理
353,2114,鑫永銓,2023/11,420.5,4.92,1,0,3,1,2,0,M2100 橡膠工業,M21B1 工業橡膠
354,6776,展碁國際,2023/11,5805.2,4.91,1,0,3,1,2,0,M2329 電子通路業,M23T1 3C通路
355,6128,上福,2023/11,1340.1,4.89,0,1,2,0,3,3,M2325 電腦及週邊,M23C3 PC週邊
356,2371,大同,2023/11,12842.5,4.88,1,0,4,3,1,0,M1500 電機機械,M15B1 電機
357,2467,志聖,2023/11,1273.3,4.88,0,1,3,0,2,1,M2328 電子零組件,M23H2 電機設備
358,8415,大國鋼,2023/11,6237.6,4.87,0,1,2,0,3,2,M2000 鋼鐵工業,M20A1 線材
359,1726,永記,2023/11,2645.9,4.86,0,1,1,0,4,2,M1721 化學工業,M17B 染料及顏料
360,1513,中興電,2023/11,4805.5,4.85,1,0,3,2,2,0,M1500 電機機械,M15B1 電機
361,8150,南茂,2023/11,4686.2,4.84,0,1,2,0,3,2,M2324 半導體,M23G2 IC封測
362,5538,東明-KY,2023/11,3812.2,4.83,0,1,2,0,3,1,M2000 鋼鐵工業,M20A1 線材
363,8349,恒耀,2023/11,2960.2,4.82,1,0,4,2,1,0,M2000 鋼鐵工業,M20A1 線材
364,2412,中華電,2023/11,59501,4.81,1,0,3,2,2,0,M2327 通信網路業,M23K3 電信及IDC
365,3332,幸康,2023/11,440.9,4.81,1,0,3,3,2,0,M2328 電子零組件,M23D3 電源供應器
366,6166,凌華,2023/12,3287.7,4.78,1,0,4,3,1,0,M2325 電腦及週邊,M23B5B 工業電腦
367,4417,金洲,2023/12,953.4,4.78,0,1,3,0,2,1,M1400 紡織纖維,M14Z 其他紡織
368,2617,台航,2023/12,1080.2,4.77,1,0,3,1,2,0,M2600 航運業,M26A1 散裝輪
369,3624,光頡,2023/12,654.8,4.76,0,1,1,0,4,3,M2328 電子零組件,M23D5 被動元件
370,3528,安馳,2023/12,1481.8,4.74,0,1,2,0,3,1,M2329 電子通路業,M23T2 零組件代理
371,5493,三聯,2023/12,1009,4.7,0,1,3,0,2,2,M2331 其他電子業,M23H2 電機設備
372,6221,晉泰,2023/12,1311.7,4.69,0,1,2,0,3,1,M2330 資訊服務業,M23X1 系統整合
373,2481,強茂,2023/12,2862.5,4.69,0,1,1,0,4,3,M2324 半導體,M23D1 整流二極體
374,6195,詩肯,2023/12,666,4.65,1,0,2,1,3,0,M2900 貿易百貨,M29A9 其他零售
375,1503,士電,2023/12,7976.8,4.65,1,0,3,1,2,0,M1500 電機機械,M15B1 電機
376,3033,威健,2023/12,17731.7,4.64,1,0,3,3,2,0,M2329 電子通路業,M23T2 零組件代理
377,3465,進泰電子,2023/12,192.9,4.64,0,1,0,0,5,6,M2328 電子零組件,M23U2 聲學產品
378,2231,為升,2023/12,1168.9,4.6,1,0,3,2,2,0,M2200 汽車工業,M15D 汽車組件
379,5243,乙盛-KY,2023/12,3824.3,4.6,1,0,3,1,2,0,M2326 光電業,M23D9A 沖壓零組件
380,2641,正德,2023/12,308.6,4.59,0,1,3,0,2,2,M2600 航運業,M26A1 散裝輪
381,2421,建準,2023/12,3792.8,4.58,1,0,3,3,2,0,M2328 電子零組件,M23D9B 散熱零組件
382,5013,強新,2023/12,2119.1,4.57,1,0,4,3,1,0,M2000 鋼鐵工業,M20A1 線材
383,6417,韋僑,2023/12,369.2,4.57,1,0,3,3,2,0,M2327 通信網路業,M23K2 衛星微波
384,1535,中宇,2023/12,2480,4.56,1,0,4,4,1,0,M1500 電機機械,M15B2 機電工程
385,6115,鎰勝,2023/12,1724.4,4.56,1,0,4,2,1,0,M2328 電子零組件,M23D2 連接器
386,3689,湧德,2023/12,1472,4.54,1,0,3,1,2,0,M2328 電子零組件,M23D2 連接器
387,1102,亞泥,2023/12,24247.7,4.54,1,0,3,1,2,0,M1100 水泥工業,M11A 水泥製造
388,5009,榮剛,2023/12,3330.8,4.46,0,1,3,0,2,1,M2000 鋼鐵工業,M20A6 不鏽鋼
389,1457,宜進,2023/12,940.5,4.46,0,1,0,0,5,5,M1400 紡織纖維,M14A2 加工絲
390,6189,豐藝,2023/12,5921.9,4.46,1,0,2,1,3,0,M2329 電子通路業,M23T2 零組件代理
391,1303,南亞,2023/12,75770.7,4.44,0,1,0,0,5,5,M1300 塑膠工業,M13A1 泛用塑膠
392,6449,鈺邦,2023/12,633,4.41,1,0,3,1,2,0,M2328 電子零組件,M23D5 被動元件
393,6514,芮特-KY,2023/12,127.9,4.39,0,1,2,0,3,1,M2327 通信網路業,M23K2 衛星微波
394,8358,金居,2023/12,1960,4.39,1,0,1,1,4,0,M2328 電子零組件,M23B3X PCB材-其他
395,3114,好德,2023/12,734,4.36,0,1,2,0,3,1,M2328 電子零組件,M23T2 零組件代理
396,5439,高技,2023/12,899.9,4.36,1,0,1,1,4,0,M2328 電子零組件,M23B2D 硬板及其他
397,2420,新巨,2024/01,583.4,4.36,0,1,1,0,4,2,M2328 電子零組件,M23D3 電源供應器
398,3152,璟德,2024/01,357.2,4.36,1,0,2,1,3,0,M2327 通信網路業,M23D5 被動元件
399,5291,邑昇,2024/01,331.2,4.35,0,1,1,0,4,2,M2328 電子零組件,M23B2D 硬板及其他
400,1259,安心,2024/01,1441.5,4.33,0,1,3,0,2,1,M2700 觀光事業,M27A2 餐飲業
401,3491,昇達科,2024/01,410.9,4.32,0,1,2,0,3,1,M2327 通信網路業,M23K2 衛星微波
402,3704,合勤控,2024/01,8629.4,4.27,1,0,3,1,2,0,M2327 通信網路業,M23E1 數據機
403,3305,昇貿,2024/01,1646.8,4.27,0,1,1,0,4,4,M2331 其他電子業,M23B3X PCB材-其他
404,5245,智晶,2024/01,310.6,4.26,0,1,2,0,3,2,M2326 光電業,M23C8A LCD 面板
405,2492,華新科,2024/01,7499.7,4.26,1,0,2,1,3,0,M2328 電子零組件,M23D5 被動元件
406,1730,花仙子,2024/01,663.5,4.26,0,1,2,0,3,2,M1721 化學工業,M17E2 清潔用品
407,6292,迅德,2024/01,448.8,4.23,1,0,3,3,2,0,M2328 電子零組件,M23D3 電源供應器
408,4971,IET-KY,2024/01,210.6,4.22,0,1,2,0,3,2,M2324 半導體,M23G3A 化合物SEMI
409,3577,泓格,2024/01,284.4,4.21,0,1,3,0,2,1,M2325 電腦及週邊,M23B5B 工業電腦
