,,,,,,,,,,,,,
1036,2033,佳大,2025/10,188.6,-0.09,0,1,1,0,4,3,M2000 鋼鐵工業,M20A1 線材
1037,6225,天瀚,2025/10,11.3,-0.09,1,0,3,2,2,0,M2326 光電業,M23UZ 消費性電子
1038,9912,偉聯,2025/10,138.2,-0.09,1,0,2,1,3,0,M2325 電腦及週邊,M23C1 顯示器
1039,4934,太極,2025/10,716.8,-0.09,1,0,4,2,1,0,M2326 光電業,M23C7C 太陽能電池
1040,6698,旭暉應材,2025/10,365,-0.1,0,1,2,0,3,2,M2331 其他電子業,M23C8C LCD 原料
1041,6404,通訊-KY,2025/10,1.6,-0.11,0,1,4,0,1,1,M2330 資訊服務業,M23K4 電商及XaaS
1042,6103,合邦,2025/10,19.3,-0.11,1,0,3,2,2,0,M2324 半導體,M23T2 零組件代理
1043,5344,立衛,2025/10,48.5,-0.11,0,1,1,0,4,1,M2324 半導體,M23G2 IC封測
1044,2440,太空梭,2025/10,710.8,-0.12,1,0,1,1,4,0,M2328 電子零組件,M23D2 連接器
1045,2485,兆赫,2025/10,1960.3,-0.12,1,0,3,1,2,0,M2327 通信網路業,M23K2 衛星微波
1046,1446,宏和,2025/10,45.6,-0.13,1,0,2,1,3,0,M1400 紡織纖維,M14C2 織布
1047,4956,光鋐,2025/10,290.3,-0.13,0,1,1,0,4,3,M2326 光電業,M23C6B 磊晶及晶粒
1048,2913,農林,2025/10,92.3,-0.13,0,1,1,0,4,2,M2900 貿易百貨,M29B 貿易業
1049,5314,世紀,2025/10,12.2,-0.16,1,0,3,1,2,0,M2324 半導體,M23G5 IC設計
1050,1314,中石化,2025/10,3884,-0.16,0,1,0,0,5,5,M1300 塑膠工業,M13A5 化纖
1051,4530,宏易,2025/10,51.2,-0.18,1,0,4,4,1,0,M1500 電機機械,M23KX 其他網通
1052,1432,大魯閣,2025/10,292.9,-0.2,0,1,3,0,2,1,M2900 貿易百貨,M29A1 百貨購物中
1053,3083,網龍,2025/10,77.8,-0.21,1,0,3,1,2,0,M3200 文化創意業,M23X2 遊戲軟體
1054,3202,樺晟,2025/10,998.9,-0.21,1,0,2,1,3,0,M2328 電子零組件,M23D2 連接器
1055,1103,嘉泥,2025/10,659.8,-0.21,1,0,2,1,3,0,M1100 水泥工業,M11A 水泥製造
1056,1909,榮成,2025/10,13414.7,-0.22,1,0,1,1,4,0,M1900 造紙工業,M19A 造紙
1057,1304,台聚,2025/10,15151.5,-0.23,0,1,1,0,4,3,M1300 塑膠工業,M13A1 泛用塑膠
1058,5706,鳳凰,2025/10,108.9,-0.23,1,0,3,1,2,0,M2700 觀光事業,M27C 旅行社
1059,4976,佳凌,2025/10,237.9,-0.23,0,1,1,0,4,2,M2326 光電業,M23U1 光學鏡頭
1060,1616,億泰,2025/10,956.2,-0.23,0,1,1,0,4,4,M1600 電器電纜,M16 電線
1061,6101,寬魚國際,2025/10,2,-0.23,1,0,4,2,1,0,M3200 文化創意業,M99H 電視廣播
1062,3224,三顧,2025/10,343.2,-0.24,0,1,2,0,3,2,M2329 電子通路業,M23T2 零組件代理
1063,2022,聚亨,2025/10,2157.9,-0.24,0,1,2,0,3,2,M2000 鋼鐵工業,M20A1 線材
1064,6283,淳安,2025/10,379,-0.25,0,1,2,0,3,1,M2331 其他電子業,M23C3 PC週邊
1065,5701,劍湖山,2025/10,134.2,-0.25,0,1,2,0,3,1,M2700 觀光事業,M27A1 飯店業
1066,3379,彬台,2025/10,219.9,-0.27,1,0,3,1,2,0,M1500 電機機械,M15Z 其他電製品
1067,3631,晟楠,2025/11,22.7,-0.27,0,1,1,0,4,2,M2328 電子零組件,M23B3X PCB材-其他
1068,1312,國喬,2025/11,3944.2,-0.28,0,1,1,0,4,3,M1300 塑膠工業,M13A1 泛用塑膠
1069,3067,全域,2025/11,35.8,-0.3,1,0,1,1,4,0,M2331 其他電子業,M23U2 聲學產品
1070,5460,同協,2025/11,102.7,-0.3,1,0,3,2,2,0,M2328 電子零組件,M23D9A 沖壓零組件
1071,5302,太欣,2025/11,2.4,-0.3,0,1,2,0,3,2,M2324 半導體,M23G5 IC設計
1072,2332,友訊,2025/11,4421.7,-0.31,0,1,2,0,3,1,M2327 通信網路業,M23E2 網路卡
1073,2388,威盛,2025/11,2204.4,-0.32,0,1,2,0,3,3,M2324 半導體,M23G5 IC設計
1074,4419,元勝,2025/11,84.6,-0.33,1,0,3,2,2,0,M1400 紡織纖維,M27A2 餐飲業
1075,6276,安鈦克,2025/11,326.8,-0.33,1,0,1,1,4,0,M2325 電腦及週邊,M23D3 電源供應器
1076,3550,聯穎,2025/11,1027.5,-0.34,0,1,0,0,5,6,M2328 電子零組件,M23D2 連接器
1077,5356,協益,2025/11,897.3,-0.34,1,0,2,2,3,0,M2325 電腦及週邊,M13B 塑膠製品
1078,3062,建漢,2025/11,1897.3,-0.35,1,0,4,3,1,0,M2327 通信網路業,M23E2 網路卡
1079,3085,新零售,2025/11,44,-0.35,1,0,2,1,3,0,M3400 電子商務,M23K4 電商及XaaS
1080,5251,天鉞電,2025/11,102.7,-0.36,1,0,3,3,2,0,M2326 光電業,M23C9 安全監控
1081,6116,彩晶,2025/11,3776.7,-0.38,1,0,1,1,4,0,M2326 光電業,M23C8A LCD 面板
1082,4714,永捷,2025/11,180.4,-0.38,0,1,2,0,3,1,M1721 化學工業,M17F 樹脂
1083,3685,元創精密,2025/11,418.7,-0.4,0,1,2,0,3,1,M1500 電機機械,M15D 汽車組件
1084,4562,穎漢,2025/11,219.2,-0.4,1,0,4,4,1,0,M1500 電機機械,M15A1 工具機
1085,1608,華榮,2025/11,2428.8,-0.4,1,0,1,1,4,0,M1600 電器電纜,M16 電線
1086,6127,九豪,2025/11,182.6,-0.43,1,0,2,1,3,0,M2328 電子零組件,M23D5 被動元件
1087,5355,佳總,2025/11,104.9,-0.45,1,0,3,3,2,0,M2328 電子零組件,M23B2D 硬板及其他
1088,3518,柏騰,2025/11,83,-0.46,0,1,1,0,4,4,M2331 其他電子業,M23H2 電機設備
1089,2734,易飛網,2025/11,145.5,-0.46,0,1,2,0,3,1,M2700 觀光事業,M27C 旅行社
1090,4711,永純,2025/11,192.2,-0.49,0,1,2,0,3,3,M1721 化學工業,M17F 樹脂
1091,3623,富晶通,2025/11,75.8,-0.5,1,0,3,1,2,0,M2326 光電業,M23C8E 觸控面板
1092,2434,統懋,2025/11,20.4,-0.5,0,1,0,0,5,6,M2324 半導體,M23D1 整流二極體
1093,3296,勝德,2025/11,588.6,-0.51,1,0,3,3,2,0,M2328 電子零組件,M23D3 電源供應器
1094,2438,翔耀,2025/11,28.3,-0.51,0,1,1,0,4,3,M2326 光電業,M23C8C LCD 原料
1095,3229,晟鈦,2025/11,235.5,-0.52,0,1,2,0,3,1,M2328 電子零組件,M23B2D 硬板及其他
1096,6150,撼訊,2025/11,1229.3,-0.53,1,0,2,1,3,0,M2325 電腦及週邊,M23B4A 繪圖卡
1097,8067,志旭,2025/12,26.6,-0.53,0,1,2,0,3,1,M2329 電子通路業,M23T1 3C通路
1098,6169,昱泉,2025/12,1.7,-0.54,0,1,2,0,3,1,M3200 文化創意業,M23X2 遊戲軟體
1099,1460,宏遠,2025/12,2198.8,-0.54,0,1,4,0,1,1,M1400 紡織纖維,M14C2 織布
1100,6228,全譜,2025/12,13.2,-0.54,1,0,3,1,2,0,M2325 電腦及週邊,M23C2 影像掃描
1101,4426,利勤,2025/12,430.8,-0.54,1,0,4,2,1,0,M1400 紡織纖維,M14C2 織布
1102,5498,凱崴,2025/12,329.4,-0.54,0,1,0,0,5,5,M2328 電子零組件,M23B3X PCB材-其他
1103,8277,商丞,2025/12,79,-0.55,1,0,3,1,2,0,M2324 半導體,M23G3B 記憶體模組
1104,2035,唐榮,2025/12,3426.6,-0.57,1,0,1,1,4,0,M2000 鋼鐵工業,M20A6 不鏽鋼
1105,6134,萬旭,2025/12,392.6,-0.6,1,0,2,2,3,0,M2328 電子零組件,M23D2 連接器
1106,2460,建通,2025/12,653,-0.61,1,0,3,1,2,0,M2328 電子零組件,M23D2 連接器
1107,3339,泰谷,2025/12,120.8,-0.61,0,1,1,0,4,1,M2326 光電業,M23C6B 磊晶及晶粒
1108,8176,智捷,2025/12,97.3,-0.61,0,1,2,0,3,1,M2327 通信網路業,M23E1 數據機
1109,6120,達運,2025/12,2926.8,-0.62,0,1,2,0,3,1,M2326 光電業,M23C8B 背光模組
1110,2426,鼎元,2025/12,493.2,-0.62,0,1,1,0,4,2,M2326 光電業,M23C6B 磊晶及晶粒
1111,1466,聚隆,2025/12,590.6,-0.65,0,1,0,0,5,5,M1400 紡織纖維,M14A7 尼龍絲
1112,2415,錩新,2025/12,486.2,-0.65,0,1,2,0,3,3,M2328 電子零組件,M23U2 聲學產品
1113,6674,鋐寶科技,2025/12,447.6,-0.66,0,1,1,0,4,4,M2327 通信網路業,M23E1 數據機
1114,5301,寶得利,2025/12,12,-0.68,1,0,3,1,2,0,M2700 觀光事業,M29B 貿易業
1115,1718,中纖,2025/12,9260.1,-0.69,0,1,2,0,3,1,M1721 化學工業,M13A5 化纖
1116,2069,運錩,2025/12,2854.1,-0.7,0,1,0,0,5,5,M2000 鋼鐵工業,M20A6 不鏽鋼
1117,2208,台船,2025/12,7903,-0.71,1,0,3,1,2,0,M2600 航運業,M22B1 船舶製造
1118,3285,微端,2025/12,275.4,-0.74,0,1,1,0,4,2,M2331 其他電子業,M23U2 聲學產品
1119,8047,星雲,2025/12,155.2,-0.75,0,1,2,0,3,1,M2331 其他電子業,M23C3 PC週邊
1120,1512,瑞利,2025/12,302.5,-0.75,0,1,2,0,3,1,M2200 汽車工業,M15D 汽車組件
1121,2061,風青,2025/12,261.3,-0.79,0,1,1,0,4,2,M1600 電器電纜,M20A4 銅
1122,2067,嘉鋼,2025/12,351.4,-0.8,0,1,1,0,4,1,M1500 電機機械,M15A2 模具零件
1123,4903,聯光通,2025/12,239.8,-0.83,0,1,3,0,2,1,M2327 通信網路業,M23K6 光元件模組
1124,1471,首利,2025/12,64.4,-0.84,1,0,2,1,3,0,M2328 電子零組件,M23D3 電源供應器
1125,3325,旭品,2025/12,297.8,-0.84,1,0,2,1,3,0,M2325 電腦及週邊,M23D4 機殼
1126,5310,天剛,2025/12,1.1,-0.87,1,0,2,1,3,0,M2330 資訊服務業,M23X1 系統整合
1127,9949,琉園,2025/12,77.1,-0.89,1,0,3,2,2,0,M3200 文化創意業,M18 玻璃陶瓷
1128,8044,網家,2026/01,13233.2,-0.9,0,1,1,0,4,4,M3400 電子商務,M23K4 電商及XaaS
1129,1455,集盛,2026/01,1776.4,-0.9,0,1,0,0,5,5,M1400 紡織纖維,M14A7 尼龍絲
1130,4503,金雨,2026/01,56,-0.9,0,1,1,0,4,1,M1500 電機機械,M15Z 其他電製品
1131,1710,東聯,2026/01,5120.5,-0.9,1,0,3,2,2,0,M1721 化學工業,M13A5 化纖
1132,2014,中鴻,2026/01,8183.4,-0.92,0,1,1,0,4,2,M2000 鋼鐵工業,M20A3 鋼板
1133,2101,南港,2026/01,1524.3,-0.92,0,1,2,0,3,2,M2100 橡膠工業,M21A 輪胎
1134,2323,中環,2026/01,1828.6,-0.93,1,0,2,1,3,0,M2326 光電業,M23C4A 光碟
1135,1310,台苯,2026/01,2454.4,-0.93,0,1,1,0,4,2,M1300 塑膠工業,M13A1 泛用塑膠
1136,4523,永彰,2026/01,139.6,-0.93,0,1,2,0,3,2,M1500 電機機械,M15D 汽車組件
1137,5905,南仁湖,2026/01,225.5,-0.94,0,1,3,0,2,1,M2900 貿易百貨,M27B 觀光遊樂區
1138,3593,力銘,2026/01,268.1,-0.96,1,0,3,2,2,0,M2328 電子零組件,M23D4 機殼
1139,5202,力新,2026/01,35.1,-0.99,0,1,3,0,2,1,M2330 資訊服務業,M23X9 應用軟體
1140,3536,誠創,2026/01,132.9,-1.01,1,0,3,1,2,0,M2324 半導體,M23D1 整流二極體
1141,2429,銘旺科,2026/01,118.5,-1.01,1,0,3,1,2,0,M2326 光電業,M23CZ2 其他顯示
1142,3321,同泰,2026/01,279.6,-1.03,0,1,2,0,3,2,M2328 電子零組件,M23B2C 軟板
1143,5364,力麗店,2026/01,73.9,-1.04,0,1,3,0,2,1,M2700 觀光事業,M27A1 飯店業
1144,8291,尚茂,2026/01,12.4,-1.11,0,1,2,0,3,3,M2328 電子零組件,M23B3A 銅箔基板
1145,1313,聯成,2026/01,16353.2,-1.15,0,1,1,0,4,1,M1300 塑膠工業,M13A7 可塑劑
1146,8201,無敵,2026/01,112.3,-1.15,0,1,3,0,2,1,M2331 其他電子業,M23Z 其他電子
1147,3494,誠研,2026/01,136.7,-1.15,1,0,4,2,1,0,M2325 電腦及週邊,M23T1 3C通路
1148,3437,榮創,2026/01,399.8,-1.16,0,1,2,0,3,2,M2326 光電業,M23C6C 封裝及應用
1149,6141,柏承,2026/01,486.9,-1.16,0,1,1,0,4,3,M2328 電子零組件,M23B2D 硬板及其他
1150,3149,正達,2026/01,610.3,-1.19,0,1,1,0,4,4,M2326 光電業,M23C8E 觸控面板
1151,3055,蔚華科,2026/01,395.6,-1.2,0,1,1,0,4,1,M2329 電子通路業,M23H3 設備通路
1152,3682,亞太電,2026/01,3304.1,-1.21,1,0,2,1,3,0,M2327 通信網路業,M23K3 電信及IDC
1153,3294,英濟,2026/01,1209.6,-1.22,0,1,2,0,3,1,M2328 電子零組件,M23D4 機殼
1154,4534,慶騰,2026/01,191.2,-1.24,0,1,1,0,4,1,M1500 電機機械,M15A1 工具機
1155,8410,森田,2026/01,225.7,-1.25,0,1,2,0,3,2,M2325 電腦及週邊,M23D4 機殼
1156,6431,光麗-KY,2026/01,107.3,-1.26,1,0,3,2,2,0,M2326 光電業,M23C8E 觸控面板
1157,2007,燁興,2026/01,1302.9,-1.26,0,1,1,0,4,3,M2000 鋼鐵工業,M20A1 線材
1158,5703,亞都,2026/01,97.5,-1.27,1,0,4,2,1,0,M2700 觀光事業,M27A1 飯店業
1159,1538,正峰,2026/02,83,-1.3,1,0,2,1,3,0,M1500 電機機械,M15A1 工具機
1160,3259,鑫創,2026/02,99.6,-1.39,0,1,2,0,3,1,M2324 半導體,M23G5 IC設計
1161,2719,燦星旅,2026/02,39.6,-1.39,0,1,2,0,3,1,M2700 觀光事業,M27C 旅行社
1162,3058,立德,2026/02,1104.7,-1.39,1,0,3,2,2,0,M2328 電子零組件,M23D3 電源供應器
1163,2102,泰豐,2026/02,350.9,-1.41,0,1,4,0,1,1,M2100 橡膠工業,M21A 輪胎
1164,6241,易通展,2026/02,190.7,-1.41,0,1,1,0,4,2,M2327 通信網路業,M23E1 數據機
1165,2201,裕隆,2026/02,21164.7,-1.53,0,1,2,0,3,2,M2200 汽車工業,M22A 汽車製造
1166,9950,萬國通,2026/02,611.2,-1.54,1,0,4,2,1,0,M1300 塑膠工業,M99K 鞋及旅行箱
1167,8011,台通,2026/02,415.2,-1.54,1,0,2,1,3,0,M2327 通信網路業,M23K6 光元件模組
1168,8429,金麗-KY,2026/02,24.1,-1.57,0,1,1,0,4,4,M2900 貿易百貨,M99K 鞋及旅行箱
1169,5484,慧友,2026/02,110.7,-1.57,1,0,2,1,3,0,M2326 光電業,M23C9 安全監控
1170,3521,鴻翊,2026/02,76.7,-1.58,0,1,2,0,3,2,M2325 電腦及週邊,M23B5A POS
1171,1515,力山,2026/02,897,-1.58,0,1,2,0,3,1,M1500 電機機械,M15Z 其他電製品
1172,5490,同亨,2026/02,244,-1.6,1,0,3,1,2,0,M2325 電腦及週邊,M23B5A POS
1173,4304,勝昱,2026/02,198.3,-1.61,0,1,3,0,2,1,M1300 塑膠工業,M13A8 塑膠加工
1174,1459,聯發,2026/02,357.5,-1.62,0,1,0,0,5,5,M1400 紡織纖維,M14A2 加工絲
1175,6237,驊訊,2026/02,165.5,-1.66,1,0,2,1,3,0,M2324 半導體,M23G5 IC設計
1176,1337,再生-KY,2026/02,175.3,-1.68,0,1,2,0,3,3,M1300 塑膠工業,M13B 塑膠製品
1177,3230,錦明,2026/02,196.9,-1.68,0,1,1,0,4,2,M2326 光電業,M23D4 機殼
1178,8101,華冠,2026/02,112.3,-1.7,0,1,3,0,2,1,M2327 通信網路業,M23KX 其他網通
1179,3054,立萬利,2026/02,10.2,-1.7,0,1,2,0,3,3,M2324 半導體,M23C3 PC週邊
1180,2705,六福,2026/02,563.8,-1.75,0,1,2,0,3,1,M2700 觀光事業,M27A1 飯店業
1181,3523,迎輝,2026/02,32,-1.8,0,1,1,0,4,2,M2326 光電業,M23C8C LCD 原料
1182,2611,志信,2026/02,125.1,-1.84,1,0,2,1,3,0,M2600 航運業,M26C 貨運倉儲業
1183,6573,虹揚-KY,2026/02,272.9,-1.85,1,0,3,1,2,0,M2324 半導體,M23D1 整流二極體
1184,2314,台揚,2026/02,1220.6,-1.89,0,1,3,0,2,1,M2327 通信網路業,M23K2 衛星微波
1185,3664,安瑞-KY,2026/02,179.1,-1.95,1,0,3,1,2,0,M2327 通信網路業,M23E1 數據機
1186,6247,淇譽電,2026/02,95,-1.96,0,1,1,0,4,4,M2331 其他電子業,M23U2 聲學產品
1187,1441,大東,2026/03,358.3,-1.96,0,1,2,0,3,2,M1400 紡織纖維,M14B1 聚酯紗棉紗
1188,8077,洛碁,2026/03,167.6,-1.97,1,0,4,2,1,0,M2700 觀光事業,M27A1 飯店業
1189,1418,東華,2026/03,9.1,-2,1,0,4,3,1,0,M1400 紡織纖維,M14B2 亞克力纖維
1190,8450,霹靂,2026/03,104.2,-2.02,0,1,2,0,3,2,M3200 文化創意業,M99H 電視廣播
1191,3607,谷崧,2026/03,727.7,-2.07,1,0,3,2,2,0,M2328 電子零組件,M23D4 機殼
1192,3625,西勝,2026/03,164.4,-2.15,0,1,2,0,3,2,M2325 電腦及週邊,M23D7 二次電池
1193,4905,台聯電,2026/03,17.5,-2.26,1,0,1,1,4,0,M2327 通信網路業,M23KX 其他網通
1194,5475,德宏,2026/03,187.7,-2.32,1,0,2,2,3,0,M2328 電子零組件,M23B3B 玻纖紗布
1195,2409,友達,2026/03,52648,-2.32,1,0,1,1,4,0,M2326 光電業,M23C8A LCD 面板
1196,3508,位速,2026/03,259.1,-2.33,0,1,1,0,4,4,M2331 其他電子業,M23D4 機殼
1197,3522,御頂,2026/03,230.2,-2.46,1,0,3,1,2,0,M2700 觀光事業,M27A2 餐飲業
1198,8443,阿瘦,2026/03,313.2,-2.48,1,0,3,1,2,0,M2900 貿易百貨,M99K 鞋及旅行箱
1199,1305,華夏,2026/03,3507.1,-2.5,0,1,1,0,4,2,M1300 塑膠工業,M13A1 泛用塑膠
1200,6465,威潤,2026/03,32.3,-2.56,1,0,2,1,3,0,M2327 通信網路業,M23K5 導航定位
1201,3481,群創,2026/03,47912.9,-2.63,0,1,0,0,5,5,M2326 光電業,M23C8A LCD 面板
1202,2740,天蔥,2026/03,24.5,-2.63,0,1,3,0,2,1,M2700 觀光事業,M27A2 餐飲業
1203,5907,大洋-KY,2026/03,937.8,-2.64,0,1,1,0,4,4,M2900 貿易百貨,M29A1 百貨購物中
1204,4804,大略-KY,2026/03,76.8,-2.68,1,0,1,1,4,0,M2700 觀光事業,M27A2 餐飲業
1205,3089,億杰,2026/03,12.1,-2.71,0,1,0,0,5,5,M2328 電子零組件,M23D5 被動元件
1206,1340,勝悅-KY,2026/03,139,-2.71,0,1,1,0,4,3,M1300 塑膠工業,M13B 塑膠製品
1207,6668,中揚光,2026/03,270,-2.82,1,0,2,1,3,0,M2326 光電業,M23U1 光學鏡頭
1208,2465,麗臺,2026/03,1084,-2.92,0,1,1,0,4,1,M2325 電腦及週邊,M23B4A 繪圖卡
1209,2911,麗嬰房,2026/03,1007.9,-2.95,1,0,3,2,2,0,M2900 貿易百貨,M29A9 其他零售
1210,3630,新鉅科,2026/03,318.5,-2.96,0,1,2,0,3,1,M2326 光電業,M23U1 光學鏡頭
1211,4944,兆遠,2026/03,57.4,-3.03,0,1,1,0,4,2,M2326 光電業,M23C6A 藍寶石基板
1212,3162,精確,2026/03,929.3,-3.1,0,1,0,0,5,6,M1500 電機機械,M15E 自行車組件
1213,1589,永冠-KY,2026/03,2759.6,-3.26,1,0,2,1,3,0,M1500 電機機械,M15A2 模具零件
1214,4806,昇華,2026/03,1.6,-3.29,0,1,3,0,2,1,M3200 文化創意業,M99H 電視廣播
1215,8477,創業家,2026/03,491.9,-3.31,1,0,3,1,2,0,M3400 電子商務,M23K4 電商及XaaS
1216,2739,寒舍,2026/03,1189.6,-3.31,1,0,3,2,2,0,M2700 觀光事業,M27A1 飯店業
1217,3691,碩禾,2026/03,1278,-3.59,0,1,3,0,2,1,M2326 光電業,M23C7F 其他太陽能
1218,5281,大峽谷-KY,2026/04,197.5,-3.61,1,0,3,2,2,0,M2326 光電業,M23C6C 封裝及應用
1219,3064,泰偉,2026/04,20.7,-3.64,1,0,2,2,3,0,M3200 文化創意業,M23B5B 工業電腦
1220,2489,瑞軒,2026/04,3606.7,-3.72,0,1,0,0,5,5,M2326 光電業,M23C1 顯示器
1221,2498,宏達電,2026/04,1215.5,-3.8,0,1,3,0,2,1,M2327 通信網路業,M23KX 其他網通
1222,2390,云辰,2026/04,172.9,-4.21,0,1,1,0,4,3,M2331 其他電子業,M23C9 安全監控
1223,3555,重鵬,2026/04,5.8,-4.4,0,1,2,0,3,3,M2324 半導體,M17C2 機能性食品
1224,2424,隴華,2026/04,26.8,-4.63,1,0,2,1,3,0,M2325 電腦及週邊,M23KX 其他網通
1225,3629,地心引力,2026/04,16.6,-4.8,1,0,2,2,3,0,M3200 文化創意業,M23X2 遊戲軟體
1226,2926,誠品生活,2026/04,1664.3,-4.97,1,0,3,2,2,0,M3200 文化創意業,M29A1 百貨購物中
1227,3666,光耀,2026/04,147.1,-5.2,0,1,1,0,4,1,M2326 光電業,M23C8C LCD 原料
1228,2491,吉祥全,2026/04,119.6,-5.52,1,0,3,2,2,0,M2326 光電業,M15C4 照明
1229,8472,夠麻吉,2026/04,103.7,-5.59,0,1,2,0,3,1,M3400 電子商務,M23K4 電商及XaaS
1230,4946,辣椒,2026/04,9.2,-5.68,0,1,1,0,4,4,M3200 文化創意業,M23X2 遊戲軟體
1231,2726,雅茗-KY,2026/04,161.1,-6.13,0,1,2,0,3,2,M2700 觀光事業,M27A2 餐飲業
1232,4991,環宇-KY,2026/04,354.1,-6.29,0,1,1,0,4,2,M2324 半導體,M23G3A 化合物SEMI
1233,4943,康控-KY,2026/04,405.2,-6.92,1,0,3,1,2,0,M2328 電子零組件,M23D2 連接器
1234,2204,中華,2026/04,7698.7,-7.62,0,1,3,0,2,1,M2200 汽車工業,M22A 汽車製造
1235,2731,雄獅,2026/04,1549.4,-9.15,0,1,3,0,2,1,M2700 觀光事業,M27C 旅行社
1236,5227,立凱-KY,2026/04,363.4,-10,0,1,3,0,2,1,M2328 電子零組件,M23D7 二次電池
1237,6462,神盾,2026/04,845.9,-10.03,0,1,2,0,3,3,M2324 半導體,M23G5 IC設計
1238,3545,敦泰,2026/04,3359.6,-12.81,0,1,0,0,5,5,M2324 半導體,M23G5 IC設計
1239,2905,三商,2026/04,21052.3,-26.21,0,1,4,0,1,1,M2900 貿易百貨,M29A9 其他零售
1240,2207,和泰車,2026/04,64231.9,-35.72,0,1,2,0,3,3,M2200 汽車工業,M22X 汽車買賣